id,Area,X,Y,20200206,20200327,20200605,20200710,20200819,20200928,B02,B03,B04,B05,B06,B07,B08,B08A,B11,B12
71,44.96,352900.255,4611524.723,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,833,1484,1166,1459,2611,2827,2818,2976,2332,1630
72,23.51,352786.309,4611243.768,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1678,1448,1532,1686,2307,2639,3018,2662,1745,1352
73,23.98,352781.532,4611239.696,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1678,1448,1532,1686,2307,2639,3018,2662,1745,1352
74,82.01,352771.534,4611225.293,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1778,1860,1290,1509,1935,2114,2232,2210,1657,1218
75,220.5,352672.238,4611179.334,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1744,1868,1748,1594,2949,3452,4038,3599,2187,1251
76,24.8,352689.863,4611188.105,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,842,1356,1424,2384,3485,3767,4351,3938,2346,1348
77,128.61,352612.349,4611223.401,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1878,1450,1456,1608,2259,2556,3482,2784,2312,1735
78,267.2,352552.326,4610920.838,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,2326,1958,1494,1375,3108,3770,4232,3949,2016,1105
79,132.28,352465.874,4610904.538,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1098,1180,971,1521,2075,2482,2358,2581,2212,1553
80,68.66,352424.787,4611121.442,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,841,1200,1604,1930,2170,2551,2831,2471,3059,2587
81,299.96,352352.77,4611159.821,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1192,1382,1372,1668,2658,3018,3256,3213,2121,1472
82,10.08,352356.527,4611017.324,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,454,709,664,1413,1964,2103,2163,2189,1655,1252
83,168.57,352697.238,4610966.182,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1490,2114,2736,2776,2835,3162,3953,3259,3604,3348
84,93.48,352787.62,4610913.445,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1048,1266,1686,1968,2147,1964,1904,2016,1785,1612
85,79.83,352821.782,4611007.996,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,594,972,976,905,1056,1231,2570,1273,1376,945
86,109.74,352415.341,4610561.042,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1240,1184,1230,1848,2764,3021,3724,3208,2470,1847
87,2.35,352392.671,4610569.359,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1072,1288,1802,1688,2390,2499,3096,2641,2376,1937
88,7.1,353027.442,4610350.876,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1114,1560,1478,1706,2135,2273,3030,2550,2018,1433
89,1.8,353051.558,4610346.924,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1040,1412,1744,1554,2181,2041,2438,2174,1942,1473
90,9.25,353219.001,4610294.971,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,526,875,896,1434,1754,2006,1987,2189,1900,1451
91,109.48,353425.804,4610074.634,VACIA,VACIA,VACIA,LLENA,VACIA,VACIA,1394,1418,1548,1963,2118,2245,2164,2265,2267,1891
92,312.22,353220.235,4609731.386,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,659,1050,791,1230,2192,2063,2434,2407,1813,1145
93,26.16,353240.507,4609742.561,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,730,973,963,1763,2561,2879,3164,2995,2113,1559
94,9.16,352417.92,4611220.788,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,837,1076,965,1598,2355,2484,2497,2713,2021,1473
95,71.74,353114.55,4610946.69,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,908,1388,2392,1650,2077,1927,3090,2044,2561,2662
96,9.45,353129.988,4611164.639,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,957,1230,1232,1283,1669,1882,2298,1995,1588,1333
97,1.69,353229.243,4611165.917,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,858,1098,1456,1404,1279,1587,1692,1561,1316,1099
98,24.11,353269.365,4611224.952,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,444,534,654,1297,2339,2459,3162,2755,2178,1569
99,6.58,353232.777,4611226.78,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,390,635,486,1183,2070,2556,2678,2781,1817,1120
100,10.33,353300.494,4611224.036,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,430,648,587,1177,1841,2439,2924,2677,1903,1198
101,106.16,354182.71,4611078.394,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1344,1504,1258,1392,1800,1812,2622,1894,1538,1132
102,26.5,354207.293,4611076.702,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,293,517,443,973,1374,1607,2154,1865,1316,934
103,42.07,354186.621,4612206.531,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,598,836,861,1431,2808,3158,3924,3467,2038,1280
104,54.81,354335.417,4612252.571,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1312,1550,1700,2028,2300,2687,2590,2711,2413,2027
105,57.89,354298.871,4612287.658,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1808,2326,2522,1962,2189,2311,2998,2791,2452,1991
106,146.61,354367.629,4612450.95,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1756,2328,2438,2463,2688,2758,3304,2782,2997,2304
107,117.3,354360.194,4612541.283,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,803,1260,1404,1947,2034,2239,2164,2335,2426,2002
108,175.82,354711.494,4612839.418,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1858,2210,2242,2384,2790,3043,3471,3032,2718,2107
109,689.55,354731.266,4612836.653,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,865,1414,861,1653,2584,2639,1720,2759,1984,1326
110,6.52,354449.671,4613204.188,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,790,1046,1766,1648,1941,2169,2273,2180,2307,1911
111,199.13,354323.64,4613273.818,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1396,2366,2070,1822,2013,2469,2756,2283,2331,2077
112,18.73,354326.535,4613260.119,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1476,2018,1864,1822,2013,2469,2614,2283,2331,2077
113,138.55,354126.034,4613193.115,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1570,1998,1932,1655,2499,2983,3328,2980,2115,1507
114,111.77,354043.504,4611747.312,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,714,1023,1032,1580,2781,3072,3558,3431,2165,1435
115,65.14,354233.822,4611883.846,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1122,1622,1614,2298,2922,3002,3086,3190,2844,2251
116,13.89,354240.089,4611874.528,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1316,1832,1896,2324,2698,3091,3175,2990,2591,2074
117,81.39,354293.175,4611965.112,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2072,1980,1984,2031,3084,3660,3032,3725,2429,1609
118,132.88,354511.41,4611884.575,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2420,1992,2348,2117,2404,2288,3894,2710,2965,2592
119,146.4,354636.232,4611814.025,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2562,2554,1938,2321,2264,2575,2260,2735,2766,2334
120,3.26,354645.868,4611833.213,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1410,1698,2018,2103,2272,2149,2548,2093,2420,2160
121,149.83,354682.11,4611906.635,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2110,2398,2562,2370,2347,2411,3106,2463,2330,2056
122,66.77,354719.344,4612026.171,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1416,1618,2100,2085,2194,2156,2722,2284,2071,1838
123,8.82,354723.053,4612019.768,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1100,1248,1218,1893,2183,2151,1930,2483,2383,1993
124,243.98,354849.752,4612027.834,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1354,1618,1482,1864,2711,2564,3020,2980,2166,1613
125,33.35,354862.99,4612029.719,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1510,1940,1964,2133,2976,3375,3182,3129,2142,1688
126,78.83,354247.736,4612099.712,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,764,1080,1482,1384,1432,1571,2200,1438,1382,1029
127,191.25,354826.082,4613402.893,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1052,1400,1522,2362,2890,2733,3064,2894,2555,2077
128,17.1,354827.059,4613418.292,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1760,2354,2812,2527,2866,2943,3636,3123,3155,2497
129,191.75,354835.176,4613541.959,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,689,1042,988,1342,1838,2219,2459,2185,1781,1296
130,17.36,354834.065,4613526.614,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,774,1144,944,1184,1418,1795,2032,1760,1575,1149
131,50.3,355532.374,4613443.936,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,435,590,578,1185,1841,2181,1726,2326,1721,1194
132,11.86,355528.048,4613432.129,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,420,639,624,907,1598,2040,2718,1717,1307,926
133,65.69,355318.873,4614354.784,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,618,970,899,1215,2321,2547,2806,2808,1851,1245
134,49.57,355323.908,4614433.731,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,758,824,752,1109,2379,2826,3618,3128,1795,1137
135,79.01,355377.271,4614454.93,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,636,872,747,959,2071,2229,2900,2403,1662,1061
136,6.39,355367.918,4614449.375,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,329,542,463,959,2071,2229,2596,2403,1662,1061
137,1.91,355409.001,4614475.678,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1164,1660,2364,2349,2767,2795,3677,2897,3097,3038
138,13.16,355437.027,4614552.193,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,949,1206,1430,1586,1992,2055,2290,2109,2325,1935
139,55.93,355228.776,4614465.64,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,474,700,686,1212,2193,2418,2718,2587,1825,1258
140,360.81,355220.08,4614832.456,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,641,1050,950,1240,1632,1909,1702,2037,1598,1207
141,70.05,355827.263,4614504.496,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1876,1954,2364,1971,2026,2295,3432,2863,2351,2124
142,195.53,355973.192,4614375.883,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,595,982,749,1597,2277,2152,1910,2440,2058,1441
143,24.99,355665.592,4614661.96,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1454,1578,1946,2258,2803,2792,3000,2759,2734,2345
144,14.31,356458.026,4615628.735,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,772,1140,1120,1345,2944,3134,2652,3419,1946,1359
145,27.55,356356.604,4615507.577,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,527,838,1010,1364,2113,2509,2124,2617,1973,1458
146,32.08,355753.355,4615420.609,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,708,922,981,1283,2274,2384,2842,2711,1920,1265
147,104.28,356212.353,4615945.646,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,791,1056,949,1294,2580,2743,3344,3292,2002,1225
148,196.69,356778.7,4615797.143,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,740,1012,886,1338,2075,2354,2900,2565,1903,1434
149,11.01,356787.087,4615811.556,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,894,1134,1300,1337,1885,2094,2432,2118,2085,1778
150,653.65,354412.716,4615534.542,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,341,781,662,1384,1919,2420,1051,2739,1843,1316
151,122.06,354456.886,4615529.698,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,435,814,612,1469,3569,3871,4289,4531,2180,1199
152,35.07,354891.432,4615987.877,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,1034,1612,1958,2171,2575,2700,3388,2884,2669,2232
153,79.37,354942.694,4615988.677,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,952,1320,1396,1852,2434,2562,3172,2613,2246,1626
154,11.43,354948.077,4615980.068,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,901,1172,1234,1852,2434,2562,2980,2613,2246,1626
155,23.3,354917.053,4616016.9,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2326,2302,2678,2117,2634,2614,3371,2696,2830,2185
156,51.71,354943.896,4616047.688,CUBIERTA,CUBIERTA,CUBIERTA,CUBIERTA,CUBIERTA,CUBIERTA,853,1354,1660,1620,2616,2844,3220,3160,2322,1632
157,35.74,354958.15,4616062.43,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,899,1200,1306,1568,2029,2310,2858,2447,2166,1683
158,20.5,354904.825,4616100.981,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,518,757,785,1463,2249,2419,2802,2705,2046,1457
159,28.34,354925.707,4616139.616,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1230,1546,1628,1387,2079,2115,2250,2272,2197,1816
160,42.77,354960.732,4616167.858,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,845,1378,1242,1338,2081,2457,2820,2574,1972,1414
161,19.23,354940.286,4616229.6,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,741,877,920,1487,2144,2400,2888,2611,2219,1730
162,33.56,354784.284,4616196.701,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,948,1454,1990,1904,2578,2974,3854,3188,2777,2407
163,36.13,354727.597,4616187.5,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,845,1240,1552,1911,2779,3019,3284,3168,2833,2189
164,45.47,354752.628,4616259.946,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,861,830,966,998,2245,2579,3023,2752,1855,1046
165,47.56,354804.084,4616310.978,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1380,1284,1230,1334,2180,2353,3372,2553,2253,1551
166,38.22,354811.421,4616324.513,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,938,1192,1182,1123,2316,2537,3385,2752,1899,1085
167,31.86,355008.046,4616304.493,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,909,1118,1112,2071,3541,3751,4147,3945,2689,1654
168,549.08,355036.438,4616303.345,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,906,1648,1290,2179,2475,2807,1552,3003,2354,1700
169,30.88,355146.702,4616201.953,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1082,1708,2466,2084,2862,2799,3950,2715,3100,2620
170,28.12,355139.422,4616173.142,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,622,834,813,1135,2051,2468,2844,2773,2079,1408
171,42.45,355230.22,4616197.235,VACIA,VACIA,VACIA,VACIA,VACIA,VACIA,631,1122,1208,1690,2467,2816,2788,2984,2623,2002
172,16.48,355322.419,4616154.571,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,483,725,716,1412,2318,2675,2722,2854,2453,1582
173,39.85,355328.684,4616098.872,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,720,929,1536,1857,2287,2584,3056,2825,2948,2465
174,29.26,355372.513,4616102.963,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1116,1162,1434,2027,2939,3354,3780,3374,3202,2460
175,47.77,355449.884,4616308.244,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,645,991,1648,1538,2540,2692,3284,2709,2688,2037
176,34.46,355508.377,4616162.072,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,911,1088,1452,1931,2802,2999,3746,3059,2934,2458
177,11.62,355630.058,4616287.093,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,454,774,969,1215,2356,2652,3292,2884,2242,1661
178,40.14,355713.93,4616274.932,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,547,885,846,1605,2485,2494,2796,2679,2551,1899
179,28.34,355647.268,4616229.061,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,788,1234,1304,1779,2728,2984,3906,3133,2533,2117
180,50.13,355430.403,4616529.391,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,827,1009,1094,1412,2018,2061,2030,2081,1965,1668
181,34.62,355388.376,4616477.433,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,686,781,1286,1488,2361,2651,3006,2587,2548,2127
