id,Area,X,Y,20200206,20200327,20200605,20200710,20200819,20200928,B02,B03,B04,B05,B06,B07,B08,B08A,B11,B12
28,32.68,353019.689,4610579.131,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,886,943,1011,1027,1341,1447,1598,1498,1607,1348
29,20.69,352996.155,4610581.807,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,971,1344,1648,1227,1410,1464,1998,1593,1509,1219
30,108.61,352830.148,4610550.242,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,927,1064,940,1439,1955,2118,2040,2253,1757,1306
31,71.85,352761.027,4610536.849,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,591,893,1013,1570,1989,2142,2544,2179,1971,1549
32,165.96,352989.349,4610413.625,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1012,1364,1468,1224,1381,1661,2146,1949,1795,1528
33,88.61,353136.498,4610332.722,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1220,1164,1252,1302,1632,1641,1924,1763,1750,1346
34,272.57,353243.532,4610341.029,LLENA,LLENA,LLENA,LLENA,LLENA,LLENA,2402,2274,1886,1593,1862,1849,2430,2080,1795,1339
35,17.29,353357.8,4610611.679,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,653,908,818,1300,1654,1857,2708,2298,1896,1612
36,173.23,353366.943,4610597.495,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,448,1026,1036,1514,2214,2216,2520,2026,1573,1232
37,178.1,353530.936,4610473.541,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1836,2266,1466,1525,2041,2250,2244,2432,1690,1377
38,16.84,353544.581,4610483.682,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,449,1112,912,1545,1844,2217,2736,2343,1652,1410
39,124.5,353628.683,4610414.093,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,788,904,802,1334,2314,2677,3422,2843,1922,1430
40,18.22,353629.565,4610421.678,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,803,1324,1186,1872,2456,2769,3438,2833,2086,1712
41,291.83,353638.762,4610668.759,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,408,670,700,709,922,902,1156,1088,1138,784
42,84.93,353623.057,4610679.751,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1194,1594,1716,2624,3160,3380,3542,3585,2758,2243
43,89.12,353642.131,4610774.237,VACIA,VACIA,VACIA,VACIA,VACIA,VACIA,160,163,159,136,131,255,337,312,340,275
44,154.75,353552.45,4611042.266,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,730,1172,1138,1097,1335,1363,1504,1428,1588,1264
45,128.35,353577.865,4611135.747,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,604,814,1072,1274,1445,1256,1272,1228,1730,1457
46,98.28,353421.766,4611136.367,VACIA,VACIA,VACIA,VACIA,VACIA,VACIA,800,1102,981,1154,1241,1122,1168,1092,1419,1182
47,39.19,353544.061,4611230.715,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,226,231,257,285,343,476,488,451,590,374
48,176.86,353521.357,4611229.9,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,180,280,225,249,276,426,448,416,671,500
49,206.9,353408.682,4611360.041,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1146,1250,1802,2171,2595,2428,2468,2585,2848,2550
50,159.67,353146.681,4611143.438,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,365,777,503,745,1170,1422,1578,1392,811,635
51,80.89,353182.078,4611149.225,VACIA,VACIA,VACIA,VACIA,VACIA,VACIA,123,175,154,298,277,370,284,345,438,323
52,36.36,353066.922,4611174.041,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,372,617,772,1383,1607,1352,961,1349,1265,1057
53,285.58,353071.25,4611071.55,VACIA,VACIA,LLENA,LLENA,VACIA,VACIA,523,736,823,788,868,860,1060,970,1699,1206
54,35.5,353058.079,4611085.157,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,768,1266,1628,2251,2554,2696,2466,2523,2836,2424
55,201.29,353133.869,4611372.578,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1860,1614,1566,1583,2370,2579,2720,2632,2147,1619
56,124.63,353001.424,4611474.196,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,703,940,988,1142,1937,2193,2074,2344,2082,1706
57,21.22,352949.87,4611458.994,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,864,1450,1924,2567,2954,3239,3710,3094,3335,2793
58,21.12,352957.269,4611448.362,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,694,803,763,1611,2085,2138,2316,2374,2237,1807
59,21.29,352943.856,4611451.506,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,970,1444,1772,1611,2085,2138,3326,2374,2237,1807
60,16.81,352936.198,4611447.294,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1432,2308,3164,2571,2970,3265,4176,3311,3288,3160
61,18.1,352930.53,4611437.87,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,998,1490,1702,2571,2970,3265,2798,3311,3288,3160
62,23.42,352936.005,4611432.014,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,342,599,728,1193,1522,1697,1406,1867,1719,1415
63,20.73,352921.836,4611418.934,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,230,410,344,1193,1522,1697,1550,1867,1719,1415
64,54.06,352886.985,4611381.78,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,178,358,305,985,1266,1617,1372,1777,1583,1213
65,9.92,352906.806,4611393.112,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,293,582,708,585,660,631,1120,709,1309,1000
66,9.24,352902.495,4611387.067,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,293,582,708,585,660,631,1120,709,1309,1000
67,7.99,352898.345,4611381.008,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,180,178,207,985,1266,1617,596,1777,1583,1213
68,8.12,352889.157,4611369.207,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,170,271,373,313,545,643,879,875,1146,1247
69,8.33,352884.781,4611362.307,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,336,481,689,313,545,643,1003,875,1146,1247
70,65.24,352853.216,4611348.959,VACIA,LLENA,LLENA,LLENA,LLENA,VACIA,283,386,469,1364,1795,1692,1378,1905,2337,1918
71,44.96,352900.255,4611524.723,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,307,498,415,875,1429,1608,1306,1754,1473,1012
72,23.51,352786.309,4611243.768,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,643,797,913,888,1290,1298,1336,1441,996,790
73,23.98,352781.532,4611239.696,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,643,797,913,888,1290,1298,1336,1441,996,790
74,82.01,352771.534,4611225.293,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1098,1288,656,1108,1422,1681,1554,1767,1172,965
75,220.5,352672.238,4611179.334,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1512,1676,1920,1695,2618,2962,4026,3220,2012,1273
76,24.8,352689.863,4611188.105,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,805,1248,1512,2137,2893,3405,3838,3511,2131,1301
77,128.61,352612.349,4611223.401,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1348,1202,1276,1393,1851,2039,2498,2097,1880,1411
78,267.2,352552.326,4610920.838,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,537,645,486,793,1739,2265,1870,2398,1273,781
79,132.28,352465.874,4610904.538,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1020,888,805,1075,1820,2068,1904,2260,1697,1189
80,68.66,352424.787,4611121.442,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,424,656,952,1121,1339,1705,2050,1993,2130,2267
81,299.96,352352.77,4611159.821,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1058,1224,1276,1299,2268,2488,2842,2640,1744,1287
82,10.08,352356.527,4611017.324,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,202,455,404,1255,1547,1575,1660,1516,1282,909
83,168.57,352697.238,4610966.182,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1114,1926,2896,2220,2235,2499,3776,2465,2833,2592
84,93.48,352787.62,4610913.445,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1178,1414,1468,1356,1411,1305,1660,1273,1289,1102
85,79.83,352821.782,4611007.996,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,147,231,210,276,335,450,527,493,519,414
86,109.74,352415.341,4610561.042,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,934,1214,1214,1508,2094,2313,3186,2521,2102,1537
87,2.35,352392.671,4610569.359,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,727,1194,1726,1561,1846,1861,2490,1894,2043,1691
88,7.1,353027.442,4610350.876,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,741,975,1176,1388,1558,1893,1970,2013,1829,1371
89,1.8,353051.558,4610346.924,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,793,1158,1302,1412,1630,1658,1824,1744,1714,1214
90,9.25,353219.001,4610294.971,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,376,615,677,1189,1473,1703,1570,1779,1740,1332
91,109.48,353425.804,4610074.634,VACIA,VACIA,VACIA,LLENA,VACIA,VACIA,1164,1234,1390,1643,1785,1844,1902,1891,1939,1608
92,312.22,353220.235,4609731.386,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,432,839,871,971,1691,1639,2310,1944,1373,987
93,26.16,353240.507,4609742.561,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,395,807,913,1579,2358,2534,2844,2694,1760,1380
94,9.16,352417.92,4611220.788,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,563,642,758,1236,1687,1853,1600,1938,1534,1096
95,71.74,353114.55,4610946.69,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,513,854,1650,1187,1416,1271,2198,1227,1878,1962
96,9.45,353129.988,4611164.639,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,847,1019,1334,921,1260,1264,1854,1327,1086,1035
97,1.69,353229.243,4611165.917,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,121,221,242,139,192,316,332,327,442,382
98,24.11,353269.365,4611224.952,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,272,514,477,993,1662,1809,1642,1970,1664,1253
99,6.58,353232.777,4611226.78,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,281,550,499,626,1315,1820,2418,1944,1256,800
100,10.33,353300.494,4611224.036,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,307,493,463,705,1055,1547,1662,1758,1510,947
101,106.16,354182.71,4611078.394,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1140,987,1110,991,1380,1355,1992,1352,1112,776
102,26.5,354207.293,4611076.702,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,151,308,247,605,1007,1271,1622,1394,871,605
103,42.07,354186.621,4612206.531,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,424,819,826,1062,1919,2233,2916,2449,1738,1171
104,54.81,354335.417,4612252.571,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1186,1218,1404,1937,2217,2097,2152,2272,2256,1912
105,57.89,354298.871,4612287.658,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1412,1660,1974,1738,2004,1748,2130,1876,1768,1466
106,146.61,354367.629,4612450.95,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1638,2110,2126,2091,2511,2419,2830,2424,2557,2242
107,117.3,354360.194,4612541.283,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,574,799,1120,1459,1596,1781,1754,1916,2039,1681
108,175.82,354711.494,4612839.418,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1586,1832,2276,2108,2675,2825,3010,2863,2402,1814
109,689.55,354731.266,4612836.653,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,807,1134,996,1511,1909,2009,1678,2211,1905,1397
110,6.52,354449.671,4613204.188,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,597,880,1454,1274,1683,1752,1780,1827,1951,1634
111,199.13,354323.64,4613273.818,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1644,2032,2072,1290,1844,1846,2388,1926,1867,1641
112,18.73,354326.535,4613260.119,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1194,1528,1136,1290,1844,1846,1418,1926,1867,1641
113,138.55,354126.034,4613193.115,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1394,2194,1936,1502,1801,2017,2954,2128,1765,1303
114,111.77,354043.504,4611747.312,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,595,910,919,1292,2060,2584,2862,2727,1867,1249
115,65.14,354233.822,4611883.846,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1100,1386,1604,1981,2187,2213,2192,2370,2506,2105
116,13.89,354240.089,4611874.528,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1360,1550,1744,1732,1933,2117,2482,2210,2104,1633
117,81.39,354293.175,4611965.112,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1510,1502,1498,1257,2127,2252,2188,2309,1622,1029
118,132.88,354511.41,4611884.575,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2094,2210,2230,2107,2207,2287,3666,2683,2731,2345
119,146.4,354636.232,4611814.025,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1200,1748,1458,1688,1759,1866,1798,1928,1992,1664
120,3.26,354645.868,4611833.213,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1122,1600,1932,1969,1911,1792,2250,1803,1971,1698
121,149.83,354682.11,4611906.635,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1118,1682,1600,742,865,978,1772,992,999,969
122,66.77,354719.344,4612026.171,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,896,1194,1470,931,1109,1330,1780,1313,1245,1239
123,8.82,354723.053,4612019.768,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,398,451,542,1256,1383,1435,843,1531,1466,1264
124,243.98,354849.752,4612027.834,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,951,1312,1366,1532,1962,1880,2566,1930,1505,1328
125,33.35,354862.99,4612029.719,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1282,1836,1948,1590,1924,2029,2874,2040,1577,1266
126,78.83,354247.736,4612099.712,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,261,402,422,559,555,668,659,680,696,499
127,191.25,354826.082,4613402.893,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1210,1694,1382,2433,2595,2545,2492,2626,2300,1855
128,17.1,354827.059,4613418.292,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1618,2168,2888,2454,2475,2640,3522,2784,2787,2346
129,191.75,354835.176,4613541.959,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,487,875,662,825,1571,1719,1498,1847,1346,996
130,17.36,354834.065,4613526.614,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,268,495,364,579,773,947,649,1028,998,667
131,50.3,355532.374,4613443.936,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,161,240,214,712,1175,1359,415,1520,1127,735
132,11.86,355528.048,4613432.129,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,166,322,316,412,857,961,1246,1030,867,582
133,65.69,355318.873,4614354.784,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,344,667,596,736,1439,1585,2104,1799,1410,941
134,49.57,355323.908,4614433.731,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,543,754,721,997,1848,2171,2712,2359,1653,1099
135,79.01,355377.271,4614454.93,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,466,623,612,764,1574,1841,2332,2041,1433,988
136,6.39,355367.918,4614449.375,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,205,385,406,764,1574,1841,1742,2041,1433,988
137,1.91,355409.001,4614475.678,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,924,1216,1908,1933,2216,2247,2830,2307,2572,2240
138,13.16,355437.027,4614552.193,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,676,986,1088,1280,1451,1396,1598,1456,1830,1520
139,55.93,355228.776,4614465.64,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,242,499,487,888,1527,1733,1898,1834,1456,999
140,360.81,355220.08,4614832.456,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,738,969,1009,917,1306,1198,1374,1356,1374,1087
141,70.05,355827.263,4614504.496,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,380,481,619,730,839,747,868,808,896,803
142,195.53,355973.192,4614375.883,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,570,752,661,1566,1939,2107,1816,2098,1673,1208
143,24.99,355665.592,4614661.96,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1228,1360,1698,2064,2329,2414,2356,2442,2492,2085
144,14.31,356458.026,4615628.735,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,466,752,864,1163,1896,2144,1730,2249,1900,1283
145,27.55,356356.604,4615507.577,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,326,595,766,1057,1481,1607,1356,1704,1621,1165
146,32.08,355753.355,4615420.609,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,660,812,968,952,1554,1814,2314,2054,1523,987
147,104.28,356212.353,4615945.646,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,460,762,609,1098,1915,2159,2396,2378,1834,1212
148,196.69,356778.7,4615797.143,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,547,761,685,909,1242,1283,1670,1551,1550,1210
149,11.01,356787.087,4615811.556,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,641,807,949,1053,1303,1480,1538,1441,1634,1313
150,653.65,354412.716,4615534.542,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,370,606,420,1041,1613,1663,851,1804,1588,1141
151,122.06,354456.886,4615529.698,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,295,614,520,1132,2478,2676,3178,2875,1649,961
152,35.07,354891.432,4615987.877,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,934,1466,1722,2011,2272,2453,2890,2461,2161,1739
153,79.37,354942.694,4615988.677,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,842,1276,1462,1574,1919,2205,2756,2238,1934,1452
154,11.43,354948.077,4615980.068,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,680,991,1015,1574,1919,2205,2326,2238,1934,1452
155,23.3,354917.053,4616016.9,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1632,1936,1954,1480,1872,1904,2484,1797,2114,1589
156,51.71,354943.896,4616047.688,CUBIERTA,CUBIERTA,CUBIERTA,CUBIERTA,CUBIERTA,CUBIERTA,648,1140,1630,1300,2385,2672,2920,2690,1849,1280
157,35.74,354958.15,4616062.43,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,774,1098,1214,1367,1805,1869,2618,1987,1645,1268
158,20.5,354904.825,4616100.981,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,285,496,504,1115,2004,2236,2570,2286,1491,1051
159,28.34,354925.707,4616139.616,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1204,1186,1488,1323,1734,1830,1920,1857,1830,1437
160,42.77,354960.732,4616167.858,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,989,1076,1024,975,1720,1714,2008,1869,1534,1106
161,19.23,354940.286,4616229.6,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,303,390,432,1099,1466,1656,1606,1800,1580,1149
162,33.56,354784.284,4616196.701,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1016,1482,1990,1976,2463,2754,3606,2868,2673,2465
163,36.13,354727.597,4616187.5,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,682,1042,1310,1440,2105,2280,2526,2515,2192,1718
164,45.47,354752.628,4616259.946,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,368,617,673,491,1040,1221,2424,1255,976,575
165,47.56,354804.084,4616310.978,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1021,1248,1110,804,1249,1420,2360,1546,1447,1004
166,38.22,354811.421,4616324.513,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,659,784,739,798,1418,1555,2342,1573,1336,807
167,31.86,355008.046,4616304.493,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,484,775,835,1909,2998,2962,3392,3092,2268,1418
168,549.08,355036.438,4616303.345,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1178,1344,963,1850,2179,2230,1370,2340,1843,1367
169,30.88,355146.702,4616201.953,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1072,1576,2670,1626,2231,2131,3720,2180,2386,2127
170,28.12,355139.422,4616173.142,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,466,653,667,853,1593,2035,2382,2181,1597,1068
171,42.45,355230.22,4616197.235,VACIA,VACIA,VACIA,VACIA,VACIA,VACIA,502,733,990,1367,1900,2053,1986,2308,2151,1725
172,16.48,355322.419,4616154.571,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,243,428,405,891,1812,1886,1872,2106,1700,1133
173,39.85,355328.684,4616098.872,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,477,760,1236,1717,1941,2412,2358,2351,2667,2180
174,29.26,355372.513,4616102.963,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,711,1076,1318,1812,2666,2870,3260,2891,2827,2266
175,47.77,355449.884,4616308.244,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,550,1054,1732,1448,2056,2234,2810,2157,2519,1916
176,34.46,355508.377,4616162.072,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,766,1164,1532,1676,2255,2461,3156,2627,2587,2194
177,11.62,355630.058,4616287.093,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,367,572,977,909,1763,1852,2266,2004,1658,1325
178,40.14,355713.93,4616274.932,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,490,758,832,1335,2026,2167,2418,2204,2230,1666
179,28.34,355647.268,4616229.061,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,718,1023,1188,1455,2163,2458,3308,2629,2253,1951
180,50.13,355430.403,4616529.391,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,445,887,843,1106,1637,1511,1532,1556,1488,1167
181,34.62,355388.376,4616477.433,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,514,759,1106,1143,1803,2009,2358,2161,2020,1765
182,100.03,355363.494,4616543.472,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,676,1004,725,1232,1912,1908,1662,2160,1631,1163
183,39.45,355261.201,4616546.596,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,343,458,537,721,1530,1831,2402,2160,1478,1091
184,30.95,355282.249,4616561.329,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,348,475,565,1216,1792,1896,1472,1953,1725,1208
