id,Area,X,Y,20200206,20200327,20200605,20200710,20200819,20200928,B02,B03,B04,B05,B06,B07,B08,B08A,B11,B12
31,71.85,352761.027,4610536.849,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1515,1306,1194,1834,2741,3047,3185,3260,2335,1730
32,165.96,352989.349,4610413.625,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1873,1617,1671,1676,2327,2419,2414,2383,2141,1424
33,88.61,353136.498,4610332.722,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1658,1610,1598,1662,2304,2647,2648,2757,2139,1400
34,272.57,353243.532,4610341.029,LLENA,LLENA,LLENA,LLENA,LLENA,LLENA,2484,2501,2126,2231,2482,2746,2836,3014,2259,1539
35,17.29,353357.8,4610611.679,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,933,1004,722,1331,2644,2828,3471,3187,1906,1235
36,173.23,353366.943,4610597.495,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1505,1371,1528,2229,2540,3298,2645,3921,2229,1369
37,178.1,353530.936,4610473.541,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1894,2706,1544,1914,2522,2992,2682,3355,2248,1570
38,16.84,353544.581,4610483.682,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1467,1824,1430,2127,3455,3973,3884,3843,2354,1715
39,124.5,353628.683,4610414.093,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1428,1438,1283,1830,3139,3496,4091,3833,2557,1682
40,18.22,353629.565,4610421.678,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1500,1634,1431,2288,3254,3612,3943,3730,2800,1808
41,291.83,353638.762,4610668.759,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1739,2036,2286,2274,2872,3147,2677,3245,2716,2053
42,84.93,353623.057,4610679.751,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1701,2041,2062,2758,3593,3988,3899,4389,3333,2688
43,89.12,353642.131,4610774.237,VACIA,VACIA,VACIA,VACIA,VACIA,VACIA,1741,1655,1405,1302,1574,2112,2686,2456,1880,1405
44,154.75,353552.45,4611042.266,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,2309,2133,1779,1838,2170,2437,2289,2640,2205,1519
45,128.35,353577.865,4611135.747,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,2312,2476,3306,2830,3192,3283,3597,3256,3257,2513
46,98.28,353421.766,4611136.367,VACIA,VACIA,VACIA,VACIA,VACIA,VACIA,2282,2213,2228,2308,2305,2800,2990,2831,2471,2049
47,39.19,353544.061,4611230.715,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2320,2060,1961,2310,3232,3353,4358,3200,2406,1626
48,176.86,353521.357,4611229.9,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1514,1564,1238,1848,2414,2807,3083,2822,2149,1386
49,206.9,353408.682,4611360.041,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1776,1817,1978,2121,2436,2743,2687,2846,2547,2021
50,159.67,353146.681,4611143.438,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,2020,1682,1545,1878,3028,3022,3489,3260,2201,1574
51,80.89,353182.078,4611149.225,VACIA,VACIA,VACIA,VACIA,VACIA,VACIA,1138,1171,1094,1193,1741,1547,1994,1573,1539,1136
52,36.36,353066.922,4611174.041,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1929,1824,2293,2301,2671,2907,3057,3020,2393,1860
53,285.58,353071.25,4611071.55,VACIA,VACIA,LLENA,LLENA,VACIA,VACIA,3023,2798,2195,2812,2416,2986,2319,2837,3004,2236
54,35.5,353058.079,4611085.157,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2116,2578,2963,2530,3118,2991,3808,3122,3863,3016
55,201.29,353133.869,4611372.578,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1969,1773,1533,1707,2397,2605,2805,2784,2036,1290
56,124.63,353001.424,4611474.196,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1186,1285,1073,1502,2645,3069,2711,3316,2393,1658
57,21.22,352949.87,4611458.994,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1446,1547,1592,2398,3166,3405,3571,3518,3574,2776
58,21.12,352957.269,4611448.362,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1780,1692,1397,1838,2843,3329,3132,3527,2660,1831
59,21.29,352943.856,4611451.506,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2007,2018,1850,1838,2843,3329,3417,3527,2660,1831
60,16.81,352936.198,4611447.294,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1776,2032,2494,2518,3227,3390,3460,3516,3488,2683
61,18.1,352930.53,4611437.87,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1508,1737,1752,2518,3227,3390,3350,3516,3488,2683
62,23.42,352936.005,4611432.014,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1173,1178,1345,1799,2991,3286,2805,3587,2686,1687
63,20.73,352921.836,4611418.934,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1001,1134,996,1799,2991,3286,3555,3587,2686,1687
64,54.06,352886.985,4611381.78,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1071,1014,919,1473,2615,2925,3295,3486,2636,1861
65,9.92,352906.806,4611393.112,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1119,1160,1072,1284,1988,2312,3111,2577,2285,1732
66,9.24,352902.495,4611387.067,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1119,1160,1072,1284,1988,2312,3111,2577,2285,1732
67,7.99,352898.345,4611381.008,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1438,1206,1024,1473,2615,2925,3429,3486,2636,1861
68,8.12,352889.157,4611369.207,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1134,1036,1165,1346,1983,2472,2609,2830,2376,1583
69,8.33,352884.781,4611362.307,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1074,1187,1319,1346,1983,2472,2529,2830,2376,1583
70,65.24,352853.216,4611348.959,VACIA,LLENA,LLENA,LLENA,LLENA,VACIA,1720,1503,1408,1799,2802,3403,3356,3584,3065,2762
71,44.96,352900.255,4611524.723,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1864,2076,1643,1697,2537,2884,2906,3150,2433,1480
72,23.51,352786.309,4611243.768,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1790,1448,1713,1858,2604,3051,2839,3185,2054,1506
73,23.98,352781.532,4611239.696,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1790,1448,1713,1858,2604,3051,2839,3185,2054,1506
74,82.01,352771.534,4611225.293,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,2685,2369,1395,1634,2133,2388,2424,2620,1835,1253
75,220.5,352672.238,4611179.334,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,2060,1813,1601,1549,3087,3370,3147,3590,1885,958
76,24.8,352689.863,4611188.105,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1702,1871,1862,1836,3282,3630,4055,3932,2050,1041
77,128.61,352612.349,4611223.401,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1696,1379,1229,1622,2165,2618,2428,2738,2093,1481
78,267.2,352552.326,4610920.838,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,2275,1857,1556,1347,3004,3757,3412,4190,2027,1064
79,132.28,352465.874,4610904.538,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1456,1368,1097,1576,2511,2829,2674,3035,2207,1353
80,68.66,352424.787,4611121.442,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1372,1507,1614,1938,2706,2653,2682,2855,3227,2382
81,299.96,352352.77,4611159.821,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1556,1491,1459,1529,3027,3751,3630,3875,2049,1294
82,10.08,352356.527,4611017.324,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1135,1080,934,2179,2797,2842,2275,2862,2276,1517
83,168.57,352697.238,4610966.182,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2404,2705,3518,3312,3758,3884,4397,4022,4057,3267
84,93.48,352787.62,4610913.445,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1783,1951,2395,2312,2317,2638,2543,2535,2234,1800
85,79.83,352821.782,4611007.996,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1587,1565,1425,1400,2204,2213,3300,2518,1872,1263
86,109.74,352415.341,4610561.042,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1594,1437,1328,1846,2863,3278,3101,3381,2476,1726
87,2.35,352392.671,4610569.359,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1560,1529,1841,1743,2454,2672,2826,3020,2486,1849
88,7.1,353027.442,4610350.876,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1517,1583,1446,1654,2542,2663,3088,2768,2281,1589
89,1.8,353051.558,4610346.924,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1425,1664,1753,1676,2248,2464,2734,2755,2231,1651
90,9.25,353219.001,4610294.971,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1044,1079,954,1476,2382,2563,2453,2767,1994,1332
91,109.48,353425.804,4610074.634,VACIA,VACIA,VACIA,LLENA,VACIA,VACIA,1840,1755,1848,1916,2224,2398,2231,2435,2335,1768
92,312.22,353220.235,4609731.386,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,3138,3006,3105,2814,3698,4099,4066,4180,2788,1757
93,26.16,353240.507,4609742.561,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1534,1615,1349,1921,2869,3333,3450,3611,2312,1503
94,9.16,352417.92,4611220.788,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1219,1266,1268,1787,2619,3033,2629,3148,2249,1494
95,71.74,353114.55,4610946.69,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1905,1966,3008,2552,2644,3008,3556,2973,3129,2720
96,9.45,353129.988,4611164.639,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1271,1274,1144,1447,1896,2380,2483,2549,1687,1166
97,1.69,353229.243,4611165.917,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1390,1355,1614,1532,2046,2078,1867,2203,1552,1165
98,24.11,353269.365,4611224.952,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1276,1008,1010,1323,2794,3196,3199,3528,2109,1166
99,6.58,353232.777,4611226.78,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,868,867,517,1232,2699,3061,3418,3398,1911,1146
100,10.33,353300.494,4611224.036,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,983,839,647,916,2261,2662,3118,2959,1730,1011
101,106.16,354182.71,4611078.394,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1849,1825,1640,1574,2548,2740,3091,3060,2055,1314
102,26.5,354207.293,4611076.702,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1002,958,750,1394,2303,2876,2672,3092,1862,1160
103,42.07,354186.621,4612206.531,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1179,1291,1105,1752,3309,3868,4107,4266,2482,1512
104,54.81,354335.417,4612252.571,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1358,1172,1130,1850,2965,3337,3050,3399,2343,1539
105,57.89,354298.871,4612287.658,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2626,2575,2891,2481,2919,3010,3118,3165,2785,1963
106,146.61,354367.629,4612450.95,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2142,2186,2175,2550,2830,3121,3202,3421,2777,1900
107,117.3,354360.194,4612541.283,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1236,1323,1403,1741,2751,3094,2436,3022,2353,1752
108,175.82,354711.494,4612839.418,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2268,2402,2807,2498,3062,3371,3258,3442,2988,2119
109,689.55,354731.266,4612836.653,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1321,1442,1283,1878,2330,2541,1578,2875,2223,1479
110,6.52,354449.671,4613204.188,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1325,1349,1675,1785,2498,2745,2734,2961,2682,2164
111,199.13,354323.64,4613273.818,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,4165,3738,4070,3369,3876,4443,5589,4764,3451,2300
112,18.73,354326.535,4613260.119,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,3266,3279,3468,3369,3876,4443,4872,4764,3451,2300
113,138.55,354126.034,4613193.115,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,2760,2460,2107,1720,2722,3111,3077,3416,2222,1406
114,111.77,354043.504,4611747.312,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1394,1283,1071,1439,2895,3206,3403,3756,2152,1227
115,65.14,354233.822,4611883.846,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1847,1681,1615,2052,2906,3179,3050,3346,2687,1914
116,13.89,354240.089,4611874.528,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2302,2176,2286,2416,3275,3699,3299,3927,2695,1891
117,81.39,354293.175,4611965.112,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,3268,2748,3389,2396,2817,3220,3851,3523,2843,1977
118,132.88,354511.41,4611884.575,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2414,2369,2328,2369,2454,2588,3374,3063,3063,2293
119,146.4,354636.232,4611814.025,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2836,2732,2312,2482,2802,3127,2638,3190,3087,2459
120,3.26,354645.868,4611833.213,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2102,2238,2551,2488,2658,2646,2880,2813,2890,2175
121,149.83,354682.11,4611906.635,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2385,2504,2537,2467,2740,3184,3030,3271,2510,1985
122,66.77,354719.344,4612026.171,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1777,1779,2074,2402,2621,2928,2577,2840,2416,2093
123,8.82,354723.053,4612019.768,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1828,1763,2101,2260,2483,2643,2484,2795,2581,2139
124,243.98,354849.752,4612027.834,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1630,1706,1619,2092,2416,2589,2536,3244,2304,1587
125,33.35,354862.99,4612029.719,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1735,1784,1818,2293,2788,3238,2592,3228,2404,1605
126,78.83,354247.736,4612099.712,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2016,1831,2039,1695,2187,2552,2554,2231,1887,1588
127,191.25,354826.082,4613402.893,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1553,1645,1685,2320,3007,3298,2802,3510,2881,1991
128,17.1,354827.059,4613418.292,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2039,2233,2871,2560,3108,3391,3671,3509,3209,2548
129,191.75,354835.176,4613541.959,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1214,1352,1154,1400,2603,3182,2704,3242,1966,1238
130,17.36,354834.065,4613526.614,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1332,1472,1388,1572,2365,2839,3009,3144,2080,1383
131,50.3,355532.374,4613443.936,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1054,1068,1058,1433,2916,3307,2823,3546,2133,1276
132,11.86,355528.048,4613432.129,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1009,1027,980,1424,2526,2717,3162,3126,1893,1233
133,65.69,355318.873,4614354.784,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1142,1253,1119,1395,2389,2853,2799,3005,2321,1434
134,49.57,355323.908,4614433.731,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1484,1332,1020,1272,2830,3428,3328,3719,2087,1219
135,79.01,355377.271,4614454.93,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1155,1250,1316,1336,2754,3135,3555,3479,2214,1454
136,6.39,355367.918,4614449.375,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,912,880,626,1336,2754,3135,3203,3479,2214,1454
137,1.91,355409.001,4614475.678,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1908,2051,2776,2396,3254,3631,3944,3746,3471,2990
138,13.16,355437.027,4614552.193,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1274,1422,1613,1764,2402,2716,2514,2806,2682,2072
139,55.93,355228.776,4614465.64,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1106,1166,1071,1459,2406,2862,3022,3163,2179,1468
140,360.81,355220.08,4614832.456,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,4072,2938,2532,2144,3152,4349,5544,4839,2965,1893
141,70.05,355827.263,4614504.496,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,2114,2072,2301,2202,2667,3023,3419,3194,2675,2127
142,195.53,355973.192,4614375.883,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1083,1288,1123,1571,2341,2706,2230,2884,2045,1512
143,24.99,355665.592,4614661.96,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1829,1805,2178,2438,2950,3142,2862,3266,2894,2229
144,14.31,356458.026,4615628.735,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1231,1221,1284,1390,2489,2921,2532,3094,2123,1262
145,27.55,356356.604,4615507.577,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1119,1086,1168,1461,2525,2950,2528,3088,2174,1446
146,32.08,355753.355,4615420.609,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1275,1389,1324,1470,2935,3356,3578,3584,2197,1325
147,104.28,356212.353,4615945.646,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,1272,1219,1089,1284,2468,2874,2749,3263,2176,1364
148,196.69,356778.7,4615797.143,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1026,1171,851,1270,2536,3196,3731,3572,1907,1272
149,11.01,356787.087,4615811.556,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1324,1271,1205,1134,2199,2530,3040,2731,1812,1193
150,653.65,354412.716,4615534.542,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,2835,1859,2372,2455,3165,3370,2000,3581,2731,1710
151,122.06,354456.886,4615529.698,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1096,1168,981,1717,3393,3946,3968,4358,2996,1711
152,35.07,354891.432,4615987.877,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,1817,1877,2045,2336,3057,3293,3171,3419,3047,2289
153,79.37,354942.694,4615988.677,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1465,1525,1757,2206,2896,3326,3419,3563,2504,1672
154,11.43,354948.077,4615980.068,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1813,1496,1753,2206,2896,3326,3419,3563,2504,1672
155,23.3,354917.053,4616016.9,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2785,3079,2995,2580,3192,3514,3831,3538,3327,2479
156,51.71,354943.896,4616047.688,CUBIERTA,CUBIERTA,CUBIERTA,CUBIERTA,CUBIERTA,CUBIERTA,1484,1361,1925,2013,2976,3498,3130,3736,2551,1669
157,35.74,354958.15,4616062.43,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,1179,1344,1231,1719,2590,2820,3155,2996,2432,1732
158,20.5,354904.825,4616100.981,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1103,1111,1049,1472,2489,2563,2533,2757,2345,1593
159,28.34,354925.707,4616139.616,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1599,1563,1776,1735,2405,2372,2380,2722,2400,1832
160,42.77,354960.732,4616167.858,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1788,1790,1948,1435,2587,3056,2511,3133,2115,1424
161,19.23,354940.286,4616229.6,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1481,1594,1502,1817,2592,2942,3083,3439,2589,1952
162,33.56,354784.284,4616196.701,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1469,1600,1995,1905,2866,3447,3714,3631,2928,2371
163,36.13,354727.597,4616187.5,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1290,1340,1307,1777,2725,3157,2991,3389,2715,1834
164,45.47,354752.628,4616259.946,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1559,1321,1033,1202,2510,2994,3195,3314,1762,898
165,47.56,354804.084,4616310.978,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1550,1419,1230,1468,2571,2923,3272,3155,2051,1186
166,38.22,354811.421,4616324.513,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1522,1314,1294,1257,2763,3146,3229,3465,1855,925
167,31.86,355008.046,4616304.493,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1130,1201,1289,2050,2812,3266,3136,3862,2452,1433
168,549.08,355036.438,4616303.345,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,4081,3564,3110,2965,3514,3656,3671,3931,3248,2255
169,30.88,355146.702,4616201.953,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1600,1665,2327,2289,2978,3266,3537,3402,3318,2400
170,28.12,355139.422,4616173.142,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1319,1250,1310,1452,2752,3293,3102,3561,2328,1497
171,42.45,355230.22,4616197.235,VACIA,VACIA,VACIA,VACIA,VACIA,VACIA,1443,1352,1428,1646,2652,3046,2709,3246,2701,1833
172,16.48,355322.419,4616154.571,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1382,1405,1436,1732,3013,3556,3423,3859,2722,1845
173,39.85,355328.684,4616098.872,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1209,1359,1483,2002,2816,3189,3277,3435,3158,2636
174,29.26,355372.513,4616102.963,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1799,1758,1685,2097,3114,3618,3830,3915,3058,2405
175,47.77,355449.884,4616308.244,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1015,1116,1482,1641,2775,3220,3178,3337,2523,1877
176,34.46,355508.377,4616162.072,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1099,1314,1308,1895,3125,3576,3665,3569,3018,2146
177,11.62,355630.058,4616287.093,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,954,943,923,1290,2831,3476,3570,3865,2422,1413
178,40.14,355713.93,4616274.932,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1280,1375,1211,1816,2906,3279,3786,3738,2933,2035
