id,Area,X,Y,20200206,20200327,20200605,20200710,20200819,20200928,B02,B03,B04,B05,B06,B07,B08,B08A,B11,B12
28,32.68,353019.689,4610579.131,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1498,1476,1819,1868,2097,2266,2341,2356,2566,2241
29,20.69,352996.155,4610581.807,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1811,1890,2052,1601,2029,2194,2244,2099,2014,1666
30,108.61,352830.148,4610550.242,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1303,1487,1273,1962,2792,3247,3131,3303,2426,1671
31,71.85,352761.027,4610536.849,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1146,1358,1300,2042,2622,2858,3149,3023,2316,1792
32,165.96,352989.349,4610413.625,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,2171,1880,1968,2023,2474,2793,2793,2744,2449,1871
33,88.61,353136.498,4610332.722,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1940,1936,2037,1652,2279,2515,2694,2468,2091,1468
34,272.57,353243.532,4610341.029,LLENA,LLENA,LLENA,LLENA,LLENA,LLENA,2924,2598,2161,2451,2801,3100,2560,3145,2465,1647
35,17.29,353357.8,4610611.679,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1246,1457,1170,1458,2633,3199,3668,3060,1945,1238
36,173.23,353366.943,4610597.495,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2234,1812,1505,1717,2788,3137,3204,3131,2081,1546
37,178.1,353530.936,4610473.541,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2550,2749,1874,2007,2836,3278,3190,3106,2206,1586
38,16.84,353544.581,4610483.682,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1580,1852,1670,2245,2787,3302,4018,3494,2206,1723
39,124.5,353628.683,4610414.093,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1875,1599,1372,1905,3035,3382,3472,3816,2350,1419
40,18.22,353629.565,4610421.678,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1766,1767,1690,2117,2978,3245,3799,3233,2616,1861
41,291.83,353638.762,4610668.759,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2858,2645,2513,2380,2671,3055,3078,3256,2721,1860
42,84.93,353623.057,4610679.751,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2036,2304,2698,2834,3648,3911,4327,3950,3834,2962
43,89.12,353642.131,4610774.237,VACIA,VACIA,VACIA,VACIA,VACIA,VACIA,1775,1823,1682,1319,1266,1491,2196,1358,1515,1167
44,154.75,353552.45,4611042.266,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,2244,1967,1982,1487,1588,1730,2349,1893,1868,1393
45,128.35,353577.865,4611135.747,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1856,2018,2687,2159,2492,2490,2840,2627,2796,2125
46,98.28,353421.766,4611136.367,VACIA,VACIA,VACIA,VACIA,VACIA,VACIA,2478,2294,2538,2016,2210,2341,3216,2338,2419,1966
47,39.19,353544.061,4611230.715,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1380,1187,1215,1476,2115,2817,3645,3039,2176,1379
48,176.86,353521.357,4611229.9,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1645,1559,1681,1605,2143,2725,3651,3293,2444,1584
49,206.9,353408.682,4611360.041,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1696,1769,2030,2308,2409,2764,2670,2800,2789,2264
50,159.67,353146.681,4611143.438,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,2354,1633,1035,1310,1897,2246,2130,2273,1483,1030
51,80.89,353182.078,4611149.225,VACIA,VACIA,VACIA,VACIA,VACIA,VACIA,1109,1138,1228,1034,1217,1188,1300,1198,1010,851
52,36.36,353066.922,4611174.041,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1653,1517,1857,1549,2115,2295,2510,2318,1845,1448
53,285.58,353071.25,4611071.55,VACIA,VACIA,LLENA,LLENA,VACIA,VACIA,2761,2932,3222,2455,2402,2645,3865,3279,3117,2232
54,35.5,353058.079,4611085.157,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,3172,4081,4757,3547,3996,4048,5040,3804,3926,3375
55,201.29,353133.869,4611372.578,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,2562,2007,1692,1687,2321,2530,2047,2865,2028,1340
56,124.63,353001.424,4611474.196,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1618,1503,1238,1516,2403,2813,2665,2987,2638,2043
57,21.22,352949.87,4611458.994,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1420,1472,1788,2195,2947,2915,3097,3173,3332,2747
58,21.12,352957.269,4611448.362,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1575,1654,1489,1868,2731,3086,2683,3372,2822,1984
59,21.29,352943.856,4611451.506,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1823,1698,1657,1868,2731,3086,3612,3372,2822,1984
60,16.81,352936.198,4611447.294,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1795,2000,2505,2464,3083,3409,3667,3324,3520,2913
61,18.1,352930.53,4611437.87,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1822,2142,1874,2464,3083,3409,3153,3324,3520,2913
62,23.42,352936.005,4611432.014,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1655,1644,1568,1518,2560,2868,2560,3102,2285,1618
63,20.73,352921.836,4611418.934,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1068,1149,1114,1518,2560,2868,2988,3102,2285,1618
64,54.06,352886.985,4611381.78,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1282,1209,944,1264,2340,2957,3470,2926,2179,1518
65,9.92,352906.806,4611393.112,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1024,987,952,960,1620,1743,2391,2147,1910,1496
66,9.24,352902.495,4611387.067,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1024,987,952,960,1620,1743,2391,2147,1910,1496
67,7.99,352898.345,4611381.008,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1029,1096,812,1264,2340,2957,2914,2926,2179,1518
68,8.12,352889.157,4611369.207,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1629,1218,1018,1092,1615,1932,2448,1852,1701,1376
69,8.33,352884.781,4611362.307,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1075,1030,1059,1092,1615,1932,1855,1852,1701,1376
70,65.24,352853.216,4611348.959,VACIA,LLENA,LLENA,LLENA,LLENA,VACIA,1570,1334,1146,1553,2554,3021,2707,3494,3027,2250
71,44.96,352900.255,4611524.723,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1570,1651,1497,1570,2214,2397,2570,2727,2681,1776
72,23.51,352786.309,4611243.768,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1950,1550,1768,1589,2111,2568,2718,2688,1699,1184
73,23.98,352781.532,4611239.696,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1950,1550,1768,1589,2111,2568,2718,2688,1699,1184
74,82.01,352771.534,4611225.293,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,2253,2051,1301,1609,2033,2343,2077,2334,1609,1209
75,220.5,352672.238,4611179.334,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1643,1719,1837,1395,2737,3443,3855,3531,1760,925
76,24.8,352689.863,4611188.105,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,897,1055,916,1901,3231,3606,3483,3874,1943,1041
77,128.61,352612.349,4611223.401,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1965,1408,1397,1525,2078,2152,1915,2489,2117,1558
78,267.2,352552.326,4610920.838,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1992,1884,1515,1366,2708,3365,3393,3712,1951,1008
79,132.28,352465.874,4610904.538,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1593,1579,1147,1421,2526,3027,2922,3194,2065,1397
80,68.66,352424.787,4611121.442,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1290,1296,1336,2087,2632,3035,3135,2805,2954,2900
81,299.96,352352.77,4611159.821,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1459,1549,1525,1629,2476,2783,2526,3174,2263,1525
82,10.08,352356.527,4611017.324,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1057,959,810,1495,2238,2481,2776,2616,1977,1419
83,168.57,352697.238,4610966.182,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1676,2192,2642,2876,3026,3151,3155,3232,3511,3235
84,93.48,352787.62,4610913.445,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1297,1249,1302,1595,1713,1810,1508,1919,1647,1374
85,79.83,352821.782,4611007.996,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1209,1455,1298,1380,1892,2189,3097,1960,1627,1070
86,109.74,352415.341,4610561.042,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1730,1617,1508,1858,2744,3135,3186,3157,2413,1610
87,2.35,352392.671,4610569.359,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1655,1744,2262,2014,2595,2850,3269,3102,2893,2356
88,7.1,353027.442,4610350.876,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1605,1701,1895,1756,2309,2531,2659,2652,2035,1511
89,1.8,353051.558,4610346.924,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1563,1620,1796,1632,2220,2447,2189,2432,2166,1612
90,9.25,353219.001,4610294.971,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1458,1519,1728,1521,2133,2364,2550,2593,1946,1367
91,109.48,353425.804,4610074.634,VACIA,VACIA,VACIA,LLENA,VACIA,VACIA,1817,1665,1771,2134,2328,2427,2185,2522,2424,1855
92,312.22,353220.235,4609731.386,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1724,1835,1235,1450,2145,2473,2769,3058,1954,1101
93,26.16,353240.507,4609742.561,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1181,1242,1164,1652,2760,3291,3561,3318,2195,1475
94,9.16,352417.92,4611220.788,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1970,1625,2048,1717,2380,2713,2802,2931,2389,1622
95,71.74,353114.55,4610946.69,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1254,1392,2270,1930,2199,2215,2928,2442,3166,2847
96,9.45,353129.988,4611164.639,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1407,1359,1450,1342,1642,1773,2057,1947,1564,1151
97,1.69,353229.243,4611165.917,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1110,1030,1145,1599,1636,1858,1475,1897,1432,1129
98,24.11,353269.365,4611224.952,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,953,814,677,1107,2226,2560,2770,2745,1730,1004
99,6.58,353232.777,4611226.78,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,827,847,497,1127,2327,2749,2989,2910,1550,830
100,10.33,353300.494,4611224.036,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,881,763,546,783,1651,2036,2650,2335,1152,627
101,106.16,354182.71,4611078.394,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1515,1549,1445,1460,2267,2240,3058,2573,1688,1130
102,26.5,354207.293,4611076.702,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,951,929,687,1096,1799,2216,2532,2036,1358,858
103,42.07,354186.621,4612206.531,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1135,1237,1150,1712,2754,3142,3755,3398,2158,1387
104,54.81,354335.417,4612252.571,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1679,1555,1589,1797,2442,2827,2839,3077,2168,1469
105,57.89,354298.871,4612287.658,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2274,2503,2754,2841,2738,2661,3028,3007,2659,2009
106,146.61,354367.629,4612450.95,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2981,3135,3367,2450,2948,3052,3584,3220,2864,2192
107,117.3,354360.194,4612541.283,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1314,1292,1367,1876,2486,2858,2750,3008,2476,1966
108,175.82,354711.494,4612839.418,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1840,1942,2330,2401,2757,3001,3124,3198,2977,2107
109,689.55,354731.266,4612836.653,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1416,1445,1484,1851,2120,2298,1798,2449,2540,1741
110,6.52,354449.671,4613204.188,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1297,1262,1780,1878,2304,2550,2350,2732,2724,2155
111,199.13,354323.64,4613273.818,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,3327,2975,2128,1842,2264,2205,2192,2378,2296,2049
112,18.73,354326.535,4613260.119,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,3984,3012,2075,1842,2264,2205,1685,2378,2296,2049
113,138.55,354126.034,4613193.115,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,2618,2218,1904,1502,2424,2628,2780,2869,2035,1308
114,111.77,354043.504,4611747.312,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,922,1061,773,1365,2942,3340,3940,3517,1912,1128
115,65.14,354233.822,4611883.846,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1566,1648,1593,2099,2717,2921,2863,3081,2662,1977
116,13.89,354240.089,4611874.528,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1472,1430,1260,1968,2841,3353,3424,3581,2221,1447
117,81.39,354293.175,4611965.112,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2079,1791,2627,2405,2602,2826,2968,2963,3322,2255
118,132.88,354511.41,4611884.575,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2841,2397,2547,2045,2159,2158,2814,2314,2700,2159
119,146.4,354636.232,4611814.025,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,3139,3131,2324,2119,2219,2585,2127,2759,2672,2065
120,3.26,354645.868,4611833.213,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1613,1569,1758,1882,2015,2091,2084,2131,2301,1858
121,149.83,354682.11,4611906.635,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2610,2849,3058,2337,2541,2926,3503,2859,2615,2070
122,66.77,354719.344,4612026.171,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2131,2077,2533,2375,2443,2733,3107,2905,2675,2111
123,8.82,354723.053,4612019.768,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1779,1586,1720,1952,2246,2409,1964,2517,2684,2159
124,243.98,354849.752,4612027.834,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1818,1848,1972,2259,2801,2776,3386,2964,2508,1852
125,33.35,354862.99,4612029.719,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2206,2394,2611,2232,2909,3614,3685,3843,2503,1675
126,78.83,354247.736,4612099.712,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2036,1772,1847,1554,1751,2002,2646,2083,1427,1065
127,191.25,354826.082,4613402.893,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2866,2527,2633,2666,2878,3179,2647,3249,3178,2337
128,17.1,354827.059,4613418.292,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2127,2383,2947,2616,2803,3081,3589,3362,3214,2509
129,191.75,354835.176,4613541.959,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2086,1666,1402,1412,2519,3026,2143,3253,1818,1097
130,17.36,354834.065,4613526.614,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2569,1871,1467,1512,1987,2242,1683,2518,1881,1300
131,50.3,355532.374,4613443.936,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1095,1026,943,1205,1985,2182,1784,2396,1781,1134
132,11.86,355528.048,4613432.129,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1171,1124,1090,1021,1367,1532,2302,1840,1484,1000
133,65.69,355318.873,4614354.784,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1315,1427,1460,1427,2325,2607,2582,2861,2301,1635
134,49.57,355323.908,4614433.731,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1415,1150,1004,1274,2387,2882,3129,3149,2206,1368
135,79.01,355377.271,4614454.93,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1509,1385,1109,1321,2053,2415,2794,2771,1998,1255
136,6.39,355367.918,4614449.375,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,997,904,944,1321,2053,2415,2803,2771,1998,1255
137,1.91,355409.001,4614475.678,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1554,1663,2652,2271,2969,3210,3591,3342,3783,3258
138,13.16,355437.027,4614552.193,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1522,1561,1736,1746,2162,2349,2326,2454,2444,1958
139,55.93,355228.776,4614465.64,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1193,1271,1031,1452,2054,2371,2587,2605,2456,1791
140,360.81,355220.08,4614832.456,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,2722,2258,1519,1395,1914,2122,2174,2327,1798,1220
141,70.05,355827.263,4614504.496,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,2045,2066,2493,2428,2389,2542,3348,3016,2571,2217
142,195.53,355973.192,4614375.883,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,2417,1588,1195,1846,2719,2975,2062,2873,2004,1349
143,24.99,355665.592,4614661.96,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2086,2176,2375,2167,2526,2754,2855,2788,2731,2202
144,14.31,356458.026,4615628.735,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1382,1442,1705,1663,2269,2552,2448,2801,2895,2158
145,27.55,356356.604,4615507.577,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1180,1118,1308,1396,2189,2480,2353,2621,2265,1608
146,32.08,355753.355,4615420.609,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,987,1003,913,1390,2348,2723,2572,2951,2096,1399
147,104.28,356212.353,4615945.646,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,1589,1433,1391,1289,2064,2340,2635,2636,2228,1535
148,196.69,356778.7,4615797.143,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1297,1297,1132,1394,2480,2793,3406,3138,2314,1652
149,11.01,356787.087,4615811.556,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1125,1121,974,1005,1914,2626,2374,2591,1764,1192
150,653.65,354412.716,4615534.542,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,2168,1439,1132,1310,2139,2436,1494,2403,1741,1213
151,122.06,354456.886,4615529.698,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1178,1184,1115,1425,3261,3927,3766,4218,2536,1350
152,35.07,354891.432,4615987.877,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,2147,2290,2801,2445,2900,3180,3467,3345,3065,2337
153,79.37,354942.694,4615988.677,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1600,1458,1838,2108,2662,2899,3144,3004,2461,1829
154,11.43,354948.077,4615980.068,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1796,1478,1583,2108,2662,2899,3002,3004,2461,1829
155,23.3,354917.053,4616016.9,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2084,2541,2756,2395,2933,3103,3534,3217,3028,2515
156,51.71,354943.896,4616047.688,CUBIERTA,CUBIERTA,CUBIERTA,CUBIERTA,CUBIERTA,CUBIERTA,1212,1346,1359,1786,2881,3379,3390,3630,2187,1529
157,35.74,354958.15,4616062.43,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,1601,1552,1681,1660,2323,2682,3004,2832,2259,1679
158,20.5,354904.825,4616100.981,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1237,1103,1178,1531,2411,2799,2276,2917,2207,1493
159,28.34,354925.707,4616139.616,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1661,1658,1618,1494,2215,2539,2323,2744,2579,2086
160,42.77,354960.732,4616167.858,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1365,1206,1120,1406,2398,2867,2660,3053,2140,1464
161,19.23,354940.286,4616229.6,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1101,1143,1048,1579,2393,2756,3048,2909,2242,1619
162,33.56,354784.284,4616196.701,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1590,1601,2044,1785,2705,3167,3680,3406,2806,2040
163,36.13,354727.597,4616187.5,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1465,1611,2054,1953,2810,3196,3410,3390,2884,2251
164,45.47,354752.628,4616259.946,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1131,1151,1026,1077,1872,2164,2606,2373,1846,1158
165,47.56,354804.084,4616310.978,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1692,1593,1341,1434,2293,2587,2800,2747,2074,1361
166,38.22,354811.421,4616324.513,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1500,1541,1393,1191,2048,2362,2943,2608,1800,1041
167,31.86,355008.046,4616304.493,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1776,1950,1556,1863,3472,4229,4458,4501,2363,1408
168,549.08,355036.438,4616303.345,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2584,2175,1494,1645,2325,2807,1929,3034,1882,1215
169,30.88,355146.702,4616201.953,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1461,1671,2367,2028,2697,2901,3543,2982,2715,2155
170,28.12,355139.422,4616173.142,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,937,873,766,1271,2398,2865,2741,3152,2157,1456
171,42.45,355230.22,4616197.235,VACIA,VACIA,VACIA,VACIA,VACIA,VACIA,1235,1260,1825,1889,2519,2823,2707,3006,3088,2384
172,16.48,355322.419,4616154.571,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,981,1032,790,1263,2817,3306,3196,3591,2045,1248
173,39.85,355328.684,4616098.872,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1128,1254,1783,2002,2636,2939,3040,3110,3137,2535
174,29.26,355372.513,4616102.963,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1334,1595,1520,2230,3033,3394,3526,3560,3135,2473
175,47.77,355449.884,4616308.244,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1068,1014,1175,1661,2487,2651,2906,2798,2478,1984
176,34.46,355508.377,4616162.072,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1242,1355,1220,1846,2861,3317,3642,3463,3019,2319
177,11.62,355630.058,4616287.093,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1114,1252,1596,1375,2728,3276,3521,3519,2574,1787
178,40.14,355713.93,4616274.932,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1232,1225,953,1420,2423,2739,2407,2906,2204,1483
