id,Area,X,Y,20200206,20200327,20200605,20200710,20200819,20200928,B02,B03,B04,B05,B06,B07,B08,B08A,B11,B12
81,299.96,352352.77,4611159.821,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1351,1317,1415,1548,2260,2629,2149,2829,1973,1365
82,10.08,352356.527,4611017.324,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1031,962,714,1285,1984,2227,2459,2354,1606,1136
83,168.57,352697.238,4610966.182,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1516,1604,2145,2302,2450,2598,3018,2761,3326,2939
84,93.48,352787.62,4610913.445,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1278,1282,1206,1345,1552,1634,1249,1603,1313,1109
85,79.83,352821.782,4611007.996,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,976,967,675,888,1096,1213,2196,1449,1148,694
86,109.74,352415.341,4610561.042,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1431,1445,1328,1621,2369,2671,3435,2964,2182,1510
87,2.35,352392.671,4610569.359,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1431,1425,1961,1778,2222,2529,2895,2657,2612,2035
88,7.1,353027.442,4610350.876,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1551,1488,1644,1459,1803,1913,2170,2051,1977,1458
89,1.8,353051.558,4610346.924,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1371,1383,1575,1518,1754,1916,1768,2079,1759,1272
90,9.25,353219.001,4610294.971,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1425,1446,1588,1199,1861,2059,2239,2140,1818,1333
91,109.48,353425.804,4610074.634,VACIA,VACIA,VACIA,LLENA,VACIA,VACIA,1691,1602,1681,1913,2062,2211,2141,2278,2196,1702
92,312.22,353220.235,4609731.386,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1551,1515,1120,1247,2399,2810,3027,3147,1630,1015
93,26.16,353240.507,4609742.561,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1235,1099,1013,1561,2547,3022,3363,3165,1818,1282
94,9.16,352417.92,4611220.788,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1338,1213,1193,1381,1837,2030,1616,2169,1845,1310
95,71.74,353114.55,4610946.69,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1218,1311,1881,1804,1962,2166,2507,2193,2824,2650
96,9.45,353129.988,4611164.639,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1363,1169,1224,1174,1514,1604,1628,1604,1207,920
97,1.69,353229.243,4611165.917,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1027,907,880,911,1149,1156,1117,1131,1230,1001
98,24.11,353269.365,4611224.952,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,942,788,620,1041,1932,2267,2451,2564,1542,811
99,6.58,353232.777,4611226.78,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,900,858,561,1010,1938,2231,2707,2484,1285,656
100,10.33,353300.494,4611224.036,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,897,825,604,692,1565,1812,2387,1910,1080,538
101,106.16,354182.71,4611078.394,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1268,1167,1047,1246,1875,2068,2701,2168,1416,933
102,26.5,354207.293,4611076.702,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,969,940,692,1048,1455,1700,2203,1926,1181,734
103,42.07,354186.621,4612206.531,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1104,1115,1035,1298,2288,2652,3143,2854,1998,1285
104,54.81,354335.417,4612252.571,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1657,1549,1489,1689,2414,2516,2588,2709,1954,1360
105,57.89,354298.871,4612287.658,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2128,2197,2352,2013,2189,2352,2583,2443,2346,1758
106,146.61,354367.629,4612450.95,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2844,2997,3388,2672,2920,3169,3677,3021,2723,2063
107,117.3,354360.194,4612541.283,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1094,1174,1120,1464,2101,2255,2569,2379,1994,1512
108,175.82,354711.494,4612839.418,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1601,1552,1840,2202,2573,2733,2637,2897,2751,1989
109,689.55,354731.266,4612836.653,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1702,1662,1516,1626,1860,2119,2054,2297,2335,1661
110,6.52,354449.671,4613204.188,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1208,1142,1632,1585,2120,2329,2052,2580,2462,1937
111,199.13,354323.64,4613273.818,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2558,2396,2144,1653,1954,2031,2191,2202,2217,1925
112,18.73,354326.535,4613260.119,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2719,2542,1727,1653,1954,2031,1460,2202,2217,1925
113,138.55,354126.034,4613193.115,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1938,1792,1526,1341,1966,2290,2485,2414,1692,1002
114,111.77,354043.504,4611747.312,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,945,980,735,1264,2490,3069,3573,3355,1559,918
115,65.14,354233.822,4611883.846,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1509,1481,1389,1921,2488,2747,2943,2915,2547,1885
116,13.89,354240.089,4611874.528,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1351,1202,1037,1588,2688,3168,3379,3410,2087,1338
117,81.39,354293.175,4611965.112,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1562,1466,1957,1768,1940,2100,2267,2129,2879,2084
118,132.88,354511.41,4611884.575,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2200,2045,2362,2056,2096,2356,3300,2649,2458,1912
119,146.4,354636.232,4611814.025,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2562,2655,2261,2030,2223,2363,2345,2499,2512,1942
120,3.26,354645.868,4611833.213,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1451,1343,1458,1634,1706,1791,1793,1919,1718,1345
121,149.83,354682.11,4611906.635,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2389,2557,2853,2231,2429,2633,3379,2518,2308,1872
122,66.77,354719.344,4612026.171,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2047,1963,2466,2012,2190,2295,3057,2424,2407,1926
123,8.82,354723.053,4612019.768,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1483,1400,1591,1835,2091,2313,1866,2382,2501,1929
124,243.98,354849.752,4612027.834,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1733,1792,2048,1986,2456,2855,3240,2847,2414,1769
125,33.35,354862.99,4612029.719,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2135,2428,2637,2165,2921,2976,3204,3289,2208,1597
126,78.83,354247.736,4612099.712,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1286,1254,1211,877,1010,1044,1639,1139,990,743
127,191.25,354826.082,4613402.893,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2878,2556,2730,2630,2821,3052,3067,3383,3047,2304
128,17.1,354827.059,4613418.292,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1953,2087,2684,2487,2688,2832,3179,2980,3080,2445
129,191.75,354835.176,4613541.959,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1761,1558,1322,1289,2386,2793,2410,3086,1796,1007
130,17.36,354834.065,4613526.614,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2255,1760,1410,1201,1726,1918,1939,2263,1682,1130
131,50.3,355532.374,4613443.936,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1049,870,737,1026,1558,1763,1342,2009,1409,891
132,11.86,355528.048,4613432.129,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1099,951,847,783,1124,1221,1633,1241,1100,749
133,65.69,355318.873,4614354.784,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1277,1281,1319,1366,2016,2300,2283,2172,2070,1547
134,49.57,355323.908,4614433.731,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1092,1045,823,1149,2216,2742,3020,3137,1933,1128
135,79.01,355377.271,4614454.93,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1287,1189,1044,1003,1989,2157,2764,2692,1779,1098
136,6.39,355367.918,4614449.375,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1005,968,747,1003,1989,2157,2482,2692,1779,1098
137,1.91,355409.001,4614475.678,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1398,1432,2121,2065,2491,2815,3225,3060,3175,2636
138,13.16,355437.027,4614552.193,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1410,1387,1559,1628,1978,2131,2136,2241,2118,1742
139,55.93,355228.776,4614465.64,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1031,1079,883,1189,1847,2090,2262,2314,2124,1595
140,360.81,355220.08,4614832.456,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1463,1696,1514,1390,1838,2046,2489,2288,1587,1052
141,70.05,355827.263,4614504.496,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1923,1788,2247,2017,2291,2597,2980,2741,2392,1903
142,195.53,355973.192,4614375.883,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,2219,1480,1037,1562,2303,2655,2168,2848,1683,1178
143,24.99,355665.592,4614661.96,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2168,2127,2326,2287,2575,2584,2794,2712,2488,1869
144,14.31,356458.026,4615628.735,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1263,1229,1393,1513,1984,2204,2101,2435,2486,1958
145,27.55,356356.604,4615507.577,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1113,1064,1104,1264,1895,2222,2034,2416,1915,1406
146,32.08,355753.355,4615420.609,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1008,893,843,1180,1950,2323,2301,2492,1820,1220
147,104.28,356212.353,4615945.646,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,1341,1278,1154,1151,1783,2190,2362,2401,1954,1229
148,196.69,356778.7,4615797.143,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1260,1226,1094,1313,2229,2541,2822,2809,1886,1292
149,11.01,356787.087,4615811.556,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1027,951,850,1014,1693,1990,1905,2218,1527,1021
150,653.65,354412.716,4615534.542,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1140,1141,960,1324,1830,2096,1633,1955,1803,1304
151,122.06,354456.886,4615529.698,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1107,1035,864,1318,2613,3296,3289,3597,2402,1263
152,35.07,354891.432,4615987.877,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,1818,1825,1670,1927,2314,2469,2449,2693,2312,1767
153,79.37,354942.694,4615988.677,VACIA,VACIA,LLENA,LLENA,LLENA,VACIA,1480,1435,1595,1848,2330,2577,2757,2557,2158,1609
154,11.43,354948.077,4615980.068,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1567,1412,1426,1848,2330,2577,2798,2557,2158,1609
155,23.3,354917.053,4616016.9,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1622,1725,1952,1736,2299,2604,2774,2698,2522,1979
156,51.71,354943.896,4616047.688,CUBIERTA,CUBIERTA,CUBIERTA,CUBIERTA,CUBIERTA,CUBIERTA,1182,1153,1355,1528,2515,2931,2982,3121,1858,1233
157,35.74,354958.15,4616062.43,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,ABANDONADA,1475,1411,1437,1511,1934,2067,2466,2317,1816,1321
158,20.5,354904.825,4616100.981,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1149,1026,995,1432,2071,2235,2082,2447,1750,1201
159,28.34,354925.707,4616139.616,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1544,1404,1484,1447,1941,2329,2089,2585,2190,1605
160,42.77,354960.732,4616167.858,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1222,1121,943,1226,1972,2304,2153,2550,1707,1254
161,19.23,354940.286,4616229.6,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1023,972,878,1370,1966,2083,2287,2334,1805,1313
162,33.56,354784.284,4616196.701,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1275,1382,1578,1574,2385,2657,3035,2840,2406,1744
163,36.13,354727.597,4616187.5,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1230,1277,1613,1671,2366,2622,2415,2756,2573,2135
164,45.47,354752.628,4616259.946,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,971,845,758,833,1560,1909,2335,2026,1357,830
165,47.56,354804.084,4616310.978,VACIA,VACIA,LLENA,LLENA,LLENA,LLENA,1530,1246,1216,1165,1975,2351,2705,2558,1760,1190
166,38.22,354811.421,4616324.513,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1144,1203,996,1024,1797,2206,2660,2382,1458,814
167,31.86,355008.046,4616304.493,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1641,1661,1767,1656,2859,3405,3939,3717,2075,1192
168,549.08,355036.438,4616303.345,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,2050,2090,1512,1655,2126,2422,2054,2466,1706,1134
169,30.88,355146.702,4616201.953,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1309,1469,2089,1689,2367,2393,3150,2511,2168,1870
170,28.12,355139.422,4616173.142,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,937,818,754,1178,2152,2607,2516,2839,1994,1345
171,42.45,355230.22,4616197.235,VACIA,VACIA,VACIA,VACIA,VACIA,VACIA,1206,1260,1693,1709,2183,2364,2362,2490,2809,2197
172,16.48,355322.419,4616154.571,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,956,906,751,1123,2413,2819,2598,3058,1814,1126
173,39.85,355328.684,4616098.872,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1108,1144,1679,1799,2313,2574,2458,2597,2850,2073
174,29.26,355372.513,4616102.963,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1256,1293,1635,1829,2783,3172,3279,3205,3019,2322
175,47.77,355449.884,4616308.244,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1033,925,917,1303,2164,2364,2563,2447,2220,1790
176,34.46,355508.377,4616162.072,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1223,1113,1333,1706,2437,2717,3065,2831,2671,2007
177,11.62,355630.058,4616287.093,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1152,1212,1819,1435,2320,2874,3012,3068,2380,1691
178,40.14,355713.93,4616274.932,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1146,1070,968,1160,1957,2338,2077,2600,1807,1230
179,28.34,355647.268,4616229.061,VACIA,VACIA,VACIA,LLENA,LLENA,VACIA,1279,1266,1296,1436,2372,2720,3229,2946,2175,1717
