,id,Area,X,Y,Estado,B02,B03,B04,B05,B06,B07,B08,B08A,B11,B12,id_img
0,0,463.59,353881.409,4610595.718,VACIA,1672,2024,1564,1931,2640,2877,3084,2900,2378,1922,0_20200206
1,1,316.48,353948.21,4610822.406,VACIA,843,1248,1042,1527,2077,2359,2866,2326,1880,1435,1_20200206
2,2,53.3,353934.862,4610798.209,VACIA,631,966,955,1108,1642,1644,2316,1808,1394,957,2_20200206
3,4,100.1,354008.93799999997,4610731.489,VACIA,1040,1086,1062,1239,1839,2228,2412,2386,1788,1271,4_20200206
4,5,77.66,353995.81899999996,4610709.517,VACIA,738,1064,1386,1282,1887,1989,2258,2107,2251,1789,5_20200206
5,6,187.53,354077.713,4610823.775,VACIA,379,731,945,1409,1920,1966,2046,1996,1851,1395,6_20200206
6,8,213.54,354172.53,4610853.384,VACIA,528,778,701,1086,1377,1463,1010,1523,1462,1162,8_20200206
7,9,107.1,354052.739,4611027.357,VACIA,1064,1268,1476,1289,1671,2114,2342,2204,1876,1336,9_20200206
8,10,94.65,353970.383,4611014.1219999995,VACIA,771,874,869,1311,1984,2095,2196,2347,2504,2274,10_20200206
9,11,146.3,353991.785,4611014.558,VACIA,1070,1150,1170,1321,1829,2007,1862,2294,1947,1344,11_20200206
10,12,90.51,354464.291,4611080.544,VACIA,838,1013,1066,1140,1440,1468,1692,1568,1753,1262,12_20200206
11,13,100.91,354377.255,4611231.836,VACIA,217,479,374,773,1322,1345,1510,1500,1412,1040,13_20200206
12,15,144.24,353312.08,4610514.356000001,VACIA,1842,1598,1778,1521,1971,2104,2836,2250,1875,1369,15_20200206
13,17,97.08,353220.474,4610822.554,VACIA,207,317,400,905,1059,968,487,1020,1582,1506,17_20200206
14,18,87.74,353131.31799999997,4610836.072,VACIA,838,1246,1470,1190,1238,1401,1848,1480,1759,1681,18_20200206
15,19,88.6,353050.336,4610836.96,VACIA,782,1130,1422,1285,1281,1544,1732,1596,1879,1792,19_20200206
16,20,157.01,352931.07399999996,4610821.209,VACIA,792,786,620,1378,1797,2016,2092,2156,1610,1249,20_20200206
17,21,174.55,352825.091,4610867.219,VACIA,927,1202,1230,1034,1055,992,1470,1013,912,817,21_20200206
18,22,73.04,353067.643,4610659.61,VACIA,880,1052,1400,978,1303,1397,2208,1579,1420,1096,22_20200206
19,30,108.61,352830.148,4610550.242,VACIA,927,1064,940,1439,1955,2118,2040,2253,1757,1306,30_20200206
20,31,71.85,352761.027,4610536.848999999,VACIA,591,893,1013,1570,1989,2142,2544,2179,1971,1549,31_20200206
21,32,165.96,352989.349,4610413.625,VACIA,1012,1364,1468,1224,1381,1661,2146,1949,1795,1528,32_20200206
22,33,88.61,353136.49799999996,4610332.722,VACIA,1220,1164,1252,1302,1632,1641,1924,1763,1750,1346,33_20200206
23,34,272.57,353243.532,4610341.029,LLENA,2402,2274,1886,1593,1862,1849,2430,2080,1795,1339,34_20200206
24,36,173.23,353366.94299999997,4610597.495,VACIA,448,1026,1036,1514,2214,2216,2520,2026,1573,1232,36_20200206
25,37,178.1,353530.936,4610473.541,VACIA,1836,2266,1466,1525,2041,2250,2244,2432,1690,1377,37_20200206
26,39,124.5,353628.68299999996,4610414.093,VACIA,788,904,802,1334,2314,2677,3422,2843,1922,1430,39_20200206
27,41,291.83,353638.76200000005,4610668.759,VACIA,408,670,700,709,922,902,1156,1088,1138,784,41_20200206
28,42,84.93,353623.05700000003,4610679.751,VACIA,1194,1594,1716,2624,3160,3380,3542,3585,2758,2243,42_20200206
29,43,89.12,353642.131,4610774.237,VACIA,160,163,159,136,131,255,337,312,340,275,43_20200206
30,44,154.75,353552.45,4611042.266,VACIA,730,1172,1138,1097,1335,1363,1504,1428,1588,1264,44_20200206
31,45,128.35,353577.865,4611135.7469999995,VACIA,604,814,1072,1274,1445,1256,1272,1228,1730,1457,45_20200206
32,46,98.28,353421.766,4611136.367,VACIA,800,1102,981,1154,1241,1122,1168,1092,1419,1182,46_20200206
33,48,176.86,353521.357,4611229.9,VACIA,180,280,225,249,276,426,448,416,671,500,48_20200206
34,49,206.9,353408.68200000003,4611360.041,VACIA,1146,1250,1802,2171,2595,2428,2468,2585,2848,2550,49_20200206
35,50,159.67,353146.68100000004,4611143.438,VACIA,365,777,503,745,1170,1422,1578,1392,811,635,50_20200206
36,51,80.89,353182.078,4611149.225,VACIA,123,175,154,298,277,370,284,345,438,323,51_20200206
37,53,285.58,353071.25,4611071.55,VACIA,523,736,823,788,868,860,1060,970,1699,1206,53_20200206
38,55,201.29,353133.869,4611372.578,VACIA,1860,1614,1566,1583,2370,2579,2720,2632,2147,1619,55_20200206
39,56,124.63,353001.424,4611474.196,VACIA,703,940,988,1142,1937,2193,2074,2344,2082,1706,56_20200206
40,64,54.06,352886.985,4611381.78,VACIA,178,358,305,985,1266,1617,1372,1777,1583,1213,64_20200206
41,70,65.24,352853.216,4611348.959,VACIA,283,386,469,1364,1795,1692,1378,1905,2337,1918,70_20200206
42,74,82.01,352771.534,4611225.2930000005,VACIA,1098,1288,656,1108,1422,1681,1554,1767,1172,965,74_20200206
43,75,220.5,352672.23799999995,4611179.334,VACIA,1512,1676,1920,1695,2618,2962,4026,3220,2012,1273,75_20200206
44,77,128.61,352612.349,4611223.401000001,VACIA,1348,1202,1276,1393,1851,2039,2498,2097,1880,1411,77_20200206
45,78,267.2,352552.326,4610920.838,VACIA,537,645,486,793,1739,2265,1870,2398,1273,781,78_20200206
46,79,132.28,352465.874,4610904.538,VACIA,1020,888,805,1075,1820,2068,1904,2260,1697,1189,79_20200206
47,80,68.66,352424.787,4611121.442,VACIA,424,656,952,1121,1339,1705,2050,1993,2130,2267,80_20200206
48,81,299.96,352352.77,4611159.821,VACIA,1058,1224,1276,1299,2268,2488,2842,2640,1744,1287,81_20200206
49,83,168.57,352697.23799999995,4610966.182,VACIA,1114,1926,2896,2220,2235,2499,3776,2465,2833,2592,83_20200206
50,84,93.48,352787.62,4610913.445,VACIA,1178,1414,1468,1356,1411,1305,1660,1273,1289,1102,84_20200206
51,85,79.83,352821.782,4611007.996,VACIA,147,231,210,276,335,450,527,493,519,414,85_20200206
52,86,109.74,352415.341,4610561.041999999,VACIA,934,1214,1214,1508,2094,2313,3186,2521,2102,1537,86_20200206
53,91,109.48,353425.804,4610074.634,VACIA,1164,1234,1390,1643,1785,1844,1902,1891,1939,1608,91_20200206
54,92,312.22,353220.235,4609731.386,VACIA,432,839,871,971,1691,1639,2310,1944,1373,987,92_20200206
55,95,71.74,353114.55,4610946.69,VACIA,513,854,1650,1187,1416,1271,2198,1227,1878,1962,95_20200206
56,101,106.16,354182.71,4611078.393999999,VACIA,1140,987,1110,991,1380,1355,1992,1352,1112,776,101_20200206
57,104,54.81,354335.417,4612252.571,VACIA,1186,1218,1404,1937,2217,2097,2152,2272,2256,1912,104_20200206
58,105,57.89,354298.87100000004,4612287.658,VACIA,1412,1660,1974,1738,2004,1748,2130,1876,1768,1466,105_20200206
59,106,146.61,354367.62899999996,4612450.95,VACIA,1638,2110,2126,2091,2511,2419,2830,2424,2557,2242,106_20200206
60,107,117.3,354360.19399999996,4612541.283,VACIA,574,799,1120,1459,1596,1781,1754,1916,2039,1681,107_20200206
61,108,175.82,354711.494,4612839.4180000005,VACIA,1586,1832,2276,2108,2675,2825,3010,2863,2402,1814,108_20200206
62,109,689.55,354731.266,4612836.653,VACIA,807,1134,996,1511,1909,2009,1678,2211,1905,1397,109_20200206
63,111,199.13,354323.64,4613273.818,VACIA,1644,2032,2072,1290,1844,1846,2388,1926,1867,1641,111_20200206
64,113,138.55,354126.034,4613193.115,VACIA,1394,2194,1936,1502,1801,2017,2954,2128,1765,1303,113_20200206
65,114,111.77,354043.50399999996,4611747.312,VACIA,595,910,919,1292,2060,2584,2862,2727,1867,1249,114_20200206
66,115,65.14,354233.82200000004,4611883.846,VACIA,1100,1386,1604,1981,2187,2213,2192,2370,2506,2105,115_20200206
67,117,81.39,354293.175,4611965.112,VACIA,1510,1502,1498,1257,2127,2252,2188,2309,1622,1029,117_20200206
68,118,132.88,354511.41,4611884.575,VACIA,2094,2210,2230,2107,2207,2287,3666,2683,2731,2345,118_20200206
69,119,146.4,354636.232,4611814.025,VACIA,1200,1748,1458,1688,1759,1866,1798,1928,1992,1664,119_20200206
70,121,149.83,354682.11,4611906.635,VACIA,1118,1682,1600,742,865,978,1772,992,999,969,121_20200206
71,122,66.77,354719.344,4612026.171,VACIA,896,1194,1470,931,1109,1330,1780,1313,1245,1239,122_20200206
72,124,243.98,354849.75200000004,4612027.834,VACIA,951,1312,1366,1532,1962,1880,2566,1930,1505,1328,124_20200206
73,126,78.83,354247.73600000003,4612099.712,VACIA,261,402,422,559,555,668,659,680,696,499,126_20200206
74,127,191.25,354826.08200000005,4613402.893,VACIA,1210,1694,1382,2433,2595,2545,2492,2626,2300,1855,127_20200206
75,129,191.75,354835.17600000004,4613541.959,VACIA,487,875,662,825,1571,1719,1498,1847,1346,996,129_20200206
76,131,50.3,355532.374,4613443.936000001,VACIA,161,240,214,712,1175,1359,415,1520,1127,735,131_20200206
77,133,65.69,355318.87299999996,4614354.784,VACIA,344,667,596,736,1439,1585,2104,1799,1410,941,133_20200206
78,135,79.01,355377.271,4614454.93,VACIA,466,623,612,764,1574,1841,2332,2041,1433,988,135_20200206
79,139,55.93,355228.776,4614465.64,VACIA,242,499,487,888,1527,1733,1898,1834,1456,999,139_20200206
80,140,360.81,355220.08,4614832.456,VACIA,738,969,1009,917,1306,1198,1374,1356,1374,1087,140_20200206
81,141,70.05,355827.263,4614504.496,VACIA,380,481,619,730,839,747,868,808,896,803,141_20200206
82,142,195.53,355973.19200000004,4614375.883,VACIA,570,752,661,1566,1939,2107,1816,2098,1673,1208,142_20200206
83,148,196.69,356778.7,4615797.143,VACIA,547,761,685,909,1242,1283,1670,1551,1550,1210,148_20200206
84,150,653.65,354412.716,4615534.541999999,VACIA,370,606,420,1041,1613,1663,851,1804,1588,1141,150_20200206
85,151,122.06,354456.886,4615529.698,VACIA,295,614,520,1132,2478,2676,3178,2875,1649,961,151_20200206
86,153,79.37,354942.69399999996,4615988.677,VACIA,842,1276,1462,1574,1919,2205,2756,2238,1934,1452,153_20200206
87,168,549.08,355036.43799999997,4616303.345,VACIA,1178,1344,963,1850,2179,2230,1370,2340,1843,1367,168_20200206
88,180,50.13,355430.403,4616529.391,VACIA,445,887,843,1106,1637,1511,1532,1556,1488,1167,180_20200206
89,182,100.03,355363.494,4616543.472,VACIA,676,1004,725,1232,1912,1908,1662,2160,1631,1163,182_20200206
90,187,52.3,355070.028,4616588.343,VACIA,324,484,421,761,1185,1382,1192,1464,1318,864,187_20200206
91,198,58.82,357223.44200000004,4616813.579,VACIA,1674,1354,1550,1592,2211,2367,3304,2578,2289,1864,198_20200206
92,206,56.99,358071.62799999997,4616931.371,VACIA,919,901,927,1277,1913,2044,2714,2679,1918,1369,206_20200206
93,208,61.13,358040.25700000004,4616946.088,VACIA,940,1124,1284,1491,2200,2332,2410,2242,2000,1507,208_20200206
94,228,62.78,357790.08,4617157.153,VACIA,324,652,590,1212,2559,2790,3052,2993,1820,1069,228_20200206
95,245,63.12,357485.31299999997,4615019.276000001,VACIA,1044,1320,1350,1502,2423,2574,2968,2696,2100,1259,245_20200206
96,246,572.37,357536.68299999996,4615003.508,VACIA,783,955,911,1386,2147,2253,1700,2366,1698,1087,246_20200206
97,247,91.43,353627.703,4609651.187,VACIA,785,1052,1122,1546,2171,2283,3142,2495,2126,1792,247_20200206
98,249,77.0,353447.458,4609541.681,VACIA,365,571,578,923,1850,2020,2264,2118,1429,936,249_20200206
99,250,105.92,353535.013,4609592.298,VACIA,769,1046,933,985,1854,2019,2588,2161,1519,921,250_20200206
100,251,190.13,353684.06200000003,4609535.712,VACIA,1704,2094,2242,2008,2351,2128,3044,2223,1875,1602,251_20200206
101,252,415.48,353877.81200000003,4609605.029,VACIA,1870,1908,1360,1367,2089,2312,2710,2423,2025,1250,252_20200206
102,253,75.23,353890.86100000003,4609588.428,VACIA,1294,1440,1284,1260,1870,1856,2728,2121,1520,1030,253_20200206
103,269,547.75,352584.39200000005,4608690.227,VACIA,455,991,714,1149,1464,1540,1084,1621,1481,1015,269_20200206
104,272,173.21,351115.523,4607776.352,VACIA,1106,1058,1268,984,1958,2246,2398,2519,1373,788,272_20200206
105,273,78.75,351754.924,4607907.867,VACIA,336,514,509,834,1298,1753,1766,1863,1442,1026,273_20200206
106,275,118.83,353467.27,4607580.94,VACIA,621,1028,1032,1197,2224,2574,2984,2781,2049,1425,275_20200206
107,276,479.81,353507.945,4607568.821,VACIA,560,1028,794,1278,1577,2063,2244,2310,1867,1262,276_20200206
108,277,544.97,353547.88200000004,4607563.606000001,VACIA,448,877,599,1135,1887,1857,2234,2088,1733,1191,277_20200206
109,278,94.3,353744.047,4607431.609,VACIA,712,1078,1068,1259,2098,2184,2498,2359,1944,1380,278_20200206
110,280,439.16,353848.251,4607107.859,VACIA,139,425,367,713,813,1131,499,1244,1233,781,280_20200206
111,286,50.88,353977.82200000004,4607537.942,VACIA,441,614,609,1420,2548,2604,2222,2823,2402,1805,286_20200206
112,287,73.64,354027.891,4607520.561000001,VACIA,506,752,727,1304,2140,1948,1534,2095,1594,1099,287_20200206
113,290,57.99,354118.22,4607482.14,VACIA,490,460,554,1152,2254,2423,2132,2605,1964,1629,290_20200206
114,304,72.47,354165.843,4607527.985,VACIA,770,860,748,1388,2107,2368,3078,2545,1962,1342,304_20200206
115,305,61.23,354045.85799999995,4607603.592,VACIA,468,709,683,1588,1847,2018,2038,2167,2111,1905,305_20200206
116,314,455.22,354542.44899999996,4607155.137,VACIA,352,643,428,1076,1874,1819,918,2081,1527,1032,314_20200206
117,315,84.46,353507.68200000003,4606803.927,VACIA,1094,1294,1298,1941,2716,2905,2776,3252,3014,2099,315_20200206
118,317,647.21,353236.18799999997,4605386.234,VACIA,553,930,819,1385,1898,2061,1124,2097,1709,1437,317_20200206
119,318,905.22,353220.18799999997,4605362.722,VACIA,361,686,334,1139,809,899,234,880,859,573,318_20200206
120,319,468.53,353193.32700000005,4605338.846,VACIA,1600,2294,2002,2408,2555,2698,2008,2803,1946,1476,319_20200206
121,320,100.1,352902.73299999995,4605671.8719999995,VACIA,885,1364,1142,1567,2085,2291,1820,2496,2000,1403,320_20200206
122,322,289.53,350851.357,4602469.948,LLENA,1750,1754,1020,2431,2751,2733,1226,2510,2534,1715,322_20200206
123,323,63.37,350847.984,4602209.433999999,VACIA,374,430,353,1199,2207,2339,2040,2701,1720,1162,323_20200206
124,331,66.8,350631.685,4602037.92,VACIA,1038,1360,940,1555,2309,2540,2420,2850,2599,1888,331_20200206
125,334,61.12,350311.533,4601584.302,VACIA,863,1010,1066,1299,1869,2151,2358,2220,1909,1373,334_20200206
126,344,858.16,351334.109,4600667.9969999995,VACIA,712,1166,1194,1414,1532,1613,1166,1808,1500,956,344_20200206
127,346,66.83,347154.73299999995,4599157.546,VACIA,686,1011,849,1022,1537,1770,1996,1905,1552,1104,346_20200206
128,347,61.26,347271.084,4599264.231000001,VACIA,1340,833,737,1144,1910,2470,3408,2932,2139,1327,347_20200206
129,363,59.89,347635.44200000004,4599231.643999999,VACIA,314,592,608,1058,1629,1982,1820,2208,1882,1187,363_20200206
130,375,75.49,347365.87700000004,4599041.958000001,VACIA,1116,1272,1574,1397,1908,2101,2420,2402,2349,1736,375_20200206
131,376,98.38,347320.968,4599127.91,VACIA,979,1364,1222,1701,2490,2597,2298,2701,2163,1607,376_20200206
132,379,236.08,353386.39,4604728.721,VACIA,338,558,404,570,1229,1288,879,1613,877,519,379_20200206
133,389,67.96,353615.50899999996,4605112.414,VACIA,354,546,335,768,1852,2246,2430,2365,1023,572,389_20200206
134,396,84.7,353623.716,4605321.1680000005,VACIA,247,355,353,950,1635,1546,1132,1787,1510,1100,396_20200206
135,401,98.13,353770.24,4605258.609,VACIA,78,231,171,484,1156,1434,1286,1597,917,655,401_20200206
136,402,50.5,353785.905,4605316.15,VACIA,387,516,499,1100,1419,1515,1350,1639,1571,1307,402_20200206
137,415,57.94,354039.624,4605521.732,VACIA,140,328,202,675,1178,1524,984,1573,934,627,415_20200206
138,418,50.79,354126.55799999996,4605623.327,VACIA,656,776,736,864,1478,1933,3200,2192,1363,897,418_20200206
139,441,60.81,353996.96,4605885.3780000005,VACIA,222,340,286,685,992,1142,1090,1305,1159,807,441_20200206
140,443,90.99,354066.047,4605838.518999999,VACIA,384,520,485,1182,1515,1798,1844,1922,1922,1551,443_20200206
141,465,75.74,353931.44299999997,4605347.741,VACIA,2176,2328,2176,1192,2482,3018,3310,3228,1367,822,465_20200206
142,468,64.01,358860.55700000003,4607223.308,VACIA,733,984,625,1471,1710,1874,1910,2094,2246,1890,468_20200206
143,475,71.36,358867.821,4607404.687,VACIA,769,1044,1050,1815,2716,2805,3120,2759,2436,2224,475_20200206
144,476,391.13,355350.209,4607619.097,VACIA,924,792,700,1501,2474,2836,1916,2596,2153,1787,476_20200206
145,478,196.69,353545.24,4607957.313,LLENA,1572,987,959,1238,2174,2449,3088,2714,1977,1346,478_20200206
146,479,53.61,353842.045,4607821.63,VACIA,498,799,712,1362,2036,2439,2358,2618,1915,1287,479_20200206
147,481,176.3,354007.18799999997,4607782.568,VACIA,414,713,834,1691,2142,2050,1772,2116,2184,2124,481_20200206
148,483,70.07,353985.309,4607920.495,VACIA,546,619,627,1557,2225,2285,1870,2460,2082,1711,483_20200206
149,484,88.37,353980.86799999996,4607910.318,VACIA,331,336,321,1032,1489,1678,1278,1773,1348,939,484_20200206
150,485,71.79,353954.216,4607952.231000001,VACIA,399,617,636,1178,1490,1569,1194,1560,1419,1162,485_20200206
151,486,195.67,353867.12100000004,4607993.592,VACIA,1362,1242,877,1289,1947,2098,1606,2195,1437,1024,486_20200206
152,487,111.48,353658.14,4607918.197,VACIA,1260,1476,1880,2465,2724,2862,2888,2794,3346,2910,487_20200206
153,489,190.38,353732.487,4608103.431,VACIA,327,528,552,2465,2803,2407,943,2449,2466,2475,489_20200206
154,490,165.83,353804.07,4608063.223,VACIA,1404,1220,1410,1721,2170,1941,1508,1977,1814,1573,490_20200206
155,491,117.37,353929.648,4608082.331,VACIA,162,387,341,1448,1827,2173,636,2201,1651,1282,491_20200206
156,492,198.44,354035.666,4608073.487,VACIA,1314,1682,1622,2417,2421,2334,1666,2513,2412,2062,492_20200206
157,493,66.79,354108.105,4608100.713,VACIA,438,576,606,1116,1161,1470,1001,1510,1322,1013,493_20200206
158,495,96.5,354181.69700000004,4608111.393999999,VACIA,1021,1440,1300,2078,2329,2514,2426,2660,2268,1747,495_20200206
159,496,103.05,354194.005,4608212.706,VACIA,2098,1892,1934,2348,2961,3036,4020,3380,2613,2110,496_20200206
160,497,71.35,354336.914,4608125.132,VACIA,353,404,455,1026,1563,1758,1001,1898,1447,1005,497_20200206
161,499,263.3,354320.395,4608186.291,VACIA,880,1510,1294,1685,2449,2474,2068,2698,2261,1819,499_20200206
162,500,95.35,354422.81700000004,4608195.897,VACIA,504,821,1314,1689,2154,2263,1952,2297,2450,2457,500_20200206
163,501,197.32,354476.27,4608112.735,VACIA,961,761,763,1273,1650,1925,1206,1895,1693,1313,501_20200206
164,502,91.65,354563.26700000005,4608028.12,VACIA,886,849,766,1191,1408,1483,1340,1571,1345,1086,502_20200206
165,503,97.73,354417.982,4608046.741,VACIA,739,758,1084,1553,1725,1755,1356,1795,1625,1425,503_20200206
166,504,69.8,354420.9,4608072.109,VACIA,1030,745,835,1526,1945,1979,2462,2210,1702,1525,504_20200206
167,505,93.2,354625.685,4608321.78,VACIA,702,947,1024,1551,1746,1872,1788,2047,1962,1919,505_20200206
168,506,103.31,354535.59,4608366.025,VACIA,885,993,978,1302,2118,2426,2776,2599,1842,1273,506_20200206
169,507,94.67,354416.844,4608474.452,VACIA,1036,1176,1458,2374,2791,2898,2890,3019,2849,2770,507_20200206
170,508,113.56,354476.464,4608587.546,VACIA,397,692,602,1215,1365,1479,1144,1617,1593,1399,508_20200206
171,509,74.02,354379.814,4608584.636,VACIA,341,627,545,1821,1979,1959,797,2415,2357,2246,509_20200206
172,510,122.91,354233.78,4608494.284,VACIA,307,385,628,1295,1686,1490,864,1462,2123,1874,510_20200206
173,511,170.95,353782.348,4608206.205,VACIA,652,1078,1036,1671,2205,2452,1736,2501,1979,1576,511_20200206
174,512,153.65,353884.43200000003,4608189.4180000005,VACIA,1600,1396,1516,1773,2100,2502,2380,2666,1727,1273,512_20200206
175,513,187.93,353941.81200000003,4608312.472,VACIA,1126,882,778,1062,1541,1534,1094,1588,1215,912,513_20200206
176,514,104.84,354038.29299999995,4608295.631,VACIA,664,668,868,1005,974,1313,2046,1390,1296,967,514_20200206
177,515,194.11,353706.26700000005,4608225.505,VACIA,1692,1438,1338,1275,1515,1535,1556,1576,1465,1152,515_20200206
178,517,148.81,353525.06299999997,4608221.235,VACIA,1946,1588,1952,1974,2383,2508,3328,2648,2199,1688,517_20200206
179,519,127.94,353381.50399999996,4608310.132,VACIA,2142,2078,1644,1952,2289,2335,2406,2489,2097,1729,519_20200206
180,521,130.47,353346.833,4608388.981000001,VACIA,1064,1054,879,1524,1621,1612,1156,1739,1685,1377,521_20200206
181,522,133.4,353458.43299999996,4608567.201,VACIA,565,912,726,1583,2293,2384,2746,2684,2207,1543,522_20200206
182,523,59.37,353608.53799999994,4608635.017,VACIA,800,1030,1086,1454,1673,1657,2418,1725,1576,1406,523_20200206
183,525,123.79,353532.851,4608697.513,VACIA,1716,1290,1364,2068,2379,2384,2188,2641,2248,1819,525_20200206
184,527,176.03,353436.98299999995,4608676.179,VACIA,922,910,844,1868,2342,2636,1734,2688,2552,2273,527_20200206
185,529,128.53,353219.083,4608680.007,VACIA,741,831,839,1874,2094,2384,1130,2521,2418,2008,529_20200206
186,532,171.96,353395.311,4608771.221,VACIA,2270,2078,2070,1927,2507,2518,2346,2463,1908,1516,532_20200206
187,534,97.99,354083.81,4608408.844,VACIA,1554,1468,1182,1060,1244,1331,1780,1470,1137,915,534_20200206
188,535,61.86,353980.849,4608464.191000001,VACIA,1960,2246,2678,1625,1855,2007,3018,1823,1926,1482,535_20200206
189,536,127.39,353885.718,4608527.906,VACIA,1072,1316,1348,1767,2197,2158,2204,2321,2083,1730,536_20200206
190,537,157.08,354257.9,4607698.494,VACIA,1548,1426,1168,1368,1857,2011,2710,2133,1661,1189,537_20200206
191,538,162.62,354447.518,4607698.0430000005,VACIA,2388,2026,2158,2457,2474,2803,2368,2881,3235,2717,538_20200206
192,539,126.53,354415.234,4607753.406,VACIA,1210,1009,1036,1374,1777,2012,1954,2044,2267,1823,539_20200206
193,540,93.94,354413.46,4607785.1280000005,VACIA,954,899,931,1456,1813,1850,2198,1976,1847,1506,540_20200206
194,542,67.31,354482.124,4607800.018,VACIA,378,586,652,1228,1570,1810,1738,1838,1719,1363,542_20200206
195,544,110.49,354508.344,4607883.401000001,VACIA,556,824,705,1343,2049,2282,2076,2457,2046,1680,544_20200206
196,545,117.57,354416.982,4607938.404,VACIA,1798,1948,1888,2181,2442,2391,2580,2392,2168,1995,545_20200206
197,552,113.6,354111.164,4606742.842,VACIA,422,728,628,1205,1829,2045,1524,2199,2040,1576,552_20200206
198,556,125.41,353457.036,4608883.1219999995,VACIA,1228,1666,1410,2199,2152,2367,2404,2445,2144,1814,556_20200206
199,558,109.2,353605.515,4608787.719,VACIA,1580,1282,1292,1402,1975,2066,2104,2253,1585,1201,558_20200206
200,559,95.98,353617.69200000004,4608838.587,VACIA,784,700,706,1214,2470,2690,2054,3043,1999,1210,559_20200206
201,562,59.97,353663.64200000005,4608937.021000001,VACIA,583,975,774,1822,2681,3145,2522,3250,2798,2108,562_20200206
202,565,64.81,353835.57899999997,4608812.858,VACIA,489,913,731,1160,2114,2192,2290,2390,1921,1414,565_20200206
203,567,62.62,353749.35799999995,4608878.204,VACIA,551,877,995,1711,2530,2599,2894,2873,2380,1911,567_20200206
204,569,95.69,353800.092,4608955.278,VACIA,484,839,774,1474,2393,2358,2040,2295,2325,1935,569_20200206
205,571,60.41,353715.855,4609022.37,VACIA,1286,1478,1516,2048,2493,2499,3146,2435,2891,2310,571_20200206
206,573,82.78,353541.43200000003,4609057.244,VACIA,1044,637,758,976,1976,2232,1564,2512,1461,967,573_20200206
207,574,68.54,353852.24100000004,4608684.035,VACIA,901,1110,1194,2044,2132,2090,2288,2186,2052,1922,574_20200206
208,575,62.6,354705.408,4608534.2469999995,VACIA,718,950,795,1227,2085,2280,2840,2437,1621,1102,575_20200206
209,576,66.74,354742.706,4608634.369,VACIA,1015,1234,1078,1150,1315,1516,1704,1839,1282,1022,576_20200206
210,582,151.23,354623.744,4608721.932,VACIA,1284,1382,1160,1675,2450,2796,3108,3112,1835,1335,582_20200206
211,583,77.29,354680.088,4608733.098,VACIA,532,812,819,1412,1819,1963,1692,2160,1814,1282,583_20200206
212,585,118.8,354709.226,4608815.945,VACIA,935,1202,1106,1661,2160,2023,2548,1898,1833,1533,585_20200206
213,601,69.25,354327.60299999994,4609205.312,VACIA,675,811,807,957,1107,1267,1850,1441,1259,1082,601_20200206
214,613,105.57,354657.215,4609067.881,VACIA,1204,1382,1456,2029,2334,2371,2190,2396,2188,1671,613_20200206
215,621,104.27,354230.028,4609673.103,VACIA,1052,1146,1506,1415,1611,1586,2226,1725,1806,1391,621_20200206
216,625,70.52,354181.917,4609846.741,VACIA,1266,1342,1706,1385,1665,1865,2562,1851,1663,1288,625_20200206
217,634,72.43,354445.758,4609841.055,VACIA,862,1094,1358,2521,2947,3088,3154,3091,2217,1607,634_20200206
218,635,150.4,354593.99600000004,4609841.56,VACIA,986,1206,1588,1534,1732,1993,2486,2254,2346,2387,635_20200206
219,637,172.08,354154.219,4609286.426,VACIA,1660,1336,1394,1709,1823,2129,1456,2013,1820,1636,637_20200206
220,638,242.86,356879.34,4608213.972,VACIA,297,468,425,965,1234,1497,904,1572,1333,1020,638_20200206
221,639,177.48,356851.644,4608310.416,VACIA,362,697,625,1617,2048,1858,1222,2384,2027,1504,639_20200206
222,641,348.9,357105.31,4608324.977,VACIA,1626,1314,1454,1727,1965,2367,1742,2374,2003,1422,641_20200206
223,642,78.07,357152.50700000004,4608237.641,VACIA,846,982,877,1613,2494,2602,2474,2650,2212,1613,642_20200206
224,644,131.09,356843.172,4608501.871,VACIA,821,1368,1394,1750,2071,1954,1748,2233,1723,1360,644_20200206
225,646,219.91,356903.995,4608630.7530000005,VACIA,1174,1040,940,1392,2002,2023,1622,2171,1895,1321,646_20200206
226,647,57.27,356932.929,4608697.208000001,VACIA,1422,1460,1710,2648,2929,2979,3128,3202,3240,2708,647_20200206
227,648,127.04,357044.524,4608756.863,VACIA,2248,1852,2162,1477,2174,2271,3486,2802,2190,1486,648_20200206
228,649,149.22,356800.787,4608763.078,VACIA,1120,1152,1128,2507,2985,3131,3072,3273,2707,2390,649_20200206
229,650,124.89,356856.29,4608821.927,VACIA,1510,1572,1844,2034,2698,3128,3042,3248,2890,2147,650_20200206
230,651,144.07,356945.29600000003,4608848.272,VACIA,1252,1610,1576,2278,2740,2698,2632,2751,2258,1949,651_20200206
231,652,62.93,357002.302,4608910.65,VACIA,1310,1266,1194,1404,2144,2574,3400,2986,2313,1671,652_20200206
232,653,81.84,357122.862,4609330.284,LLENA,979,780,801,1766,2362,2679,2762,2764,2224,1706,653_20200206
233,654,106.8,357279.74299999996,4609690.352,VACIA,1150,1542,1718,1863,2524,2657,2920,2519,2270,2000,654_20200206
234,655,119.7,357289.08,4609615.531,VACIA,245,471,502,930,1212,1294,1186,1456,1248,1010,655_20200206
235,657,95.71,357420.667,4609780.344,VACIA,797,1106,1118,1775,2106,2116,2372,2369,2075,1675,657_20200206
